measurement_id,product_id,factory_id,production_volume_units,defect_rate_ppm,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
FR_MSR_000903,FR_PRD_00011,FAC_FR_016,3055,101,73320.0,5279.04,2.22,2024-05-19
FR_MSR_000904,FR_PRD_00991,FAC_FR_005,6784,127,3897408.0,11692.22,2.14,2023-10-19
FR_MSR_000905,FR_PRD_00123,FAC_FR_020,308908,148,5510918.72,468428.09,1.84,2023-11-14
FR_MSR_000906,FR_PRD_00952,FAC_FR_002,2202,87,233852.4,8964.34,1.95,2024-11-14
FR_MSR_000907,FR_PRD_00164,FAC_FR_014,2400,104,1173600.0,3520.8,1.15,2023-12-13
FR_MSR_000908,FR_PRD_00178,FAC_FR_010,4696,99,79268.48,6737.82,1.58,2024-07-10
FR_MSR_000909,FR_PRD_00045,FAC_FR_016,74849,44,12844088.4,481653.31,1.09,2023-04-24
FR_MSR_000910,FR_PRD_00301,FAC_FR_002,5693,94,2245888.5,6737.67,2.36,2023-08-01
FR_MSR_000911,FR_PRD_00816,FAC_FR_008,5713,72,1996693.5,5990.08,1.14,2023-09-06
FR_MSR_000912,FR_PRD_00959,FAC_FR_004,299440,110,5461785.6,386876.48,4.57,2023-11-15
FR_MSR_000913,FR_PRD_00055,FAC_FR_016,2786,117,55998.6,4031.9,4.55,2023-02-14
FR_MSR_000914,FR_PRD_00548,FAC_FR_008,3689,28,2180199.0,6540.6,4.09,2024-06-28
FR_MSR_000915,FR_PRD_00610,FAC_FR_008,9327,52,2476318.5,7428.96,1.56,2023-03-14
FR_MSR_000916,FR_PRD_00901,FAC_FR_017,4616,110,699785.6,26241.96,4.9,2023-10-20
FR_MSR_000917,FR_PRD_00151,FAC_FR_006,427767,17,9753087.6,690843.7,2.8,2024-10-21
FR_MSR_000918,FR_PRD_00314,FAC_FR_011,3276,19,1724814.0,5174.44,2.81,2024-03-07
FR_MSR_000919,FR_PRD_00861,FAC_FR_020,122304,94,2191687.68,186293.45,2.6,2024-12-26
FR_MSR_000920,FR_PRD_00766,FAC_FR_006,3454,142,440730.4,16527.39,2.25,2024-07-13
FR_MSR_000921,FR_PRD_00975,FAC_FR_020,4650,74,97185.0,6997.32,4.09,2023-05-18
FR_MSR_000922,FR_PRD_00117,FAC_FR_001,236935,46,138251572.5,414754.72,3.09,2023-01-10
FR_MSR_000923,FR_PRD_00914,FAC_FR_015,9267,88,4740070.5,14220.21,2.12,2024-10-03
FR_MSR_000924,FR_PRD_00230,FAC_FR_006,477792,126,13129724.16,930022.13,2.3,2024-07-26
FR_MSR_000925,FR_PRD_00000,FAC_FR_009,6969,77,158196.3,11390.13,2.61,2023-01-18
FR_MSR_000926,FR_PRD_00576,FAC_FR_004,2326,140,886206.0,2658.62,3.44,2023-04-02
FR_MSR_000927,FR_PRD_00736,FAC_FR_011,8122,94,1533433.6,57503.76,4.32,2024-01-25
FR_MSR_000928,FR_PRD_00669,FAC_FR_014,8613,10,4056723.0,12170.17,2.21,2023-04-04
FR_MSR_000929,FR_PRD_00163,FAC_FR_019,2396,133,1268682.0,3806.05,1.43,2023-01-25
FR_MSR_000930,FR_PRD_00315,FAC_FR_011,307571,145,83044170.0,249132.51,2.79,2024-07-22
FR_MSR_000931,FR_PRD_00912,FAC_FR_010,166162,99,98949471.0,296848.41,3.3,2023-12-08
FR_MSR_000932,FR_PRD_00227,FAC_FR_006,475444,137,15594563.2,1325537.87,3.86,2024-11-04
FR_MSR_000933,FR_PRD_00858,FAC_FR_009,2823,95,497977.2,18674.14,4.58,2024-06-28
FR_MSR_000934,FR_PRD_00692,FAC_FR_016,217513,72,6159968.16,523597.29,4.66,2023-06-07
FR_MSR_000935,FR_PRD_00865,FAC_FR_018,7283,45,179890.1,12952.09,2.5,2024-03-14
FR_MSR_000936,FR_PRD_00405,FAC_FR_008,4543,150,158823.28,13499.98,4.83,2023-06-26
FR_MSR_000937,FR_PRD_00142,FAC_FR_001,8014,72,3425985.0,10277.95,2.73,2023-03-27
FR_MSR_000938,FR_PRD_00836,FAC_FR_016,5778,148,1490724.0,4472.17,4.51,2024-03-14
FR_MSR_000939,FR_PRD_00889,FAC_FR_010,7703,134,3373914.0,10121.74,4.52,2024-08-15
FR_MSR_000940,FR_PRD_00075,FAC_FR_014,4568,118,469590.4,17609.64,4.6,2024-11-27
FR_MSR_000941,FR_PRD_00675,FAC_FR_003,9844,33,2894136.0,8682.41,3.28,2024-12-23
FR_MSR_000942,FR_PRD_00509,FAC_FR_002,4074,72,2407734.0,7223.2,3.4,2023-11-23
FR_MSR_000943,FR_PRD_00096,FAC_FR_005,350697,27,9216317.16,652822.47,4.54,2023-03-07
FR_MSR_000944,FR_PRD_00623,FAC_FR_012,3765,103,1445760.0,4337.28,1.71,2024-11-24
FR_MSR_000945,FR_PRD_00207,FAC_FR_013,167333,119,63502873.5,190508.62,1.13,2024-10-25
FR_MSR_000946,FR_PRD_00557,FAC_FR_007,342138,17,50910134.4,1909130.04,1.05,2023-08-24
FR_MSR_000947,FR_PRD_00736,FAC_FR_011,2018,19,380998.4,14287.44,1.69,2024-09-30
FR_MSR_000948,FR_PRD_00504,FAC_FR_016,433755,125,13914860.4,1182763.13,1.39,2024-04-30
FR_MSR_000949,FR_PRD_00956,FAC_FR_012,9913,35,3791722.5,11375.17,3.13,2024-02-03
FR_MSR_000950,FR_PRD_00866,FAC_FR_004,433421,77,12014430.12,851022.13,1.13,2024-02-01
FR_MSR_000951,FR_PRD_00504,FAC_FR_014,227368,106,7293965.44,619987.06,4.73,2023-10-05
FR_MSR_000952,FR_PRD_00991,FAC_FR_009,8948,43,5140626.0,15421.88,1.02,2024-08-11
FR_MSR_000953,FR_PRD_00191,FAC_FR_007,6741,105,1232254.8,46209.56,2.32,2023-01-19
FR_MSR_000954,FR_PRD_00105,FAC_FR_002,225869,11,57935398.5,173806.2,1.25,2023-04-13
FR_MSR_000955,FR_PRD_00270,FAC_FR_003,254087,33,5437461.8,391497.25,2.81,2023-11-17
FR_MSR_000956,FR_PRD_00008,FAC_FR_012,5709,86,2817391.5,8452.17,2.46,2024-08-25
FR_MSR_000957,FR_PRD_00015,FAC_FR_011,321246,58,3822827.4,275243.57,4.17,2023-09-24
FR_MSR_000958,FR_PRD_00087,FAC_FR_019,4306,49,1401603.0,4204.81,1.01,2024-08-04
FR_MSR_000959,FR_PRD_00894,FAC_FR_019,2239,35,337641.2,12661.54,1.38,2023-08-15
FR_MSR_000960,FR_PRD_00838,FAC_FR_006,9585,108,908658.0,34831.89,4.3,2024-03-23
FR_MSR_000961,FR_PRD_00874,FAC_FR_009,291609,108,120726126.0,362178.38,2.05,2024-05-30
FR_MSR_000962,FR_PRD_00087,FAC_FR_013,5631,150,1832890.5,5498.67,4.37,2024-10-19
FR_MSR_000963,FR_PRD_00381,FAC_FR_016,8816,44,177201.6,12758.52,1.34,2023-09-11
FR_MSR_000964,FR_PRD_00271,FAC_FR_012,3826,88,432720.6,16587.62,1.75,2024-10-22
FR_MSR_000965,FR_PRD_00053,FAC_FR_018,326759,44,111261439.5,333784.32,2.79,2024-01-31
FR_MSR_000966,FR_PRD_00392,FAC_FR_014,2512,25,1367784.0,4103.35,1.29,2023-06-09
FR_MSR_000967,FR_PRD_00403,FAC_FR_012,8575,120,3369975.0,10109.93,4.69,2023-08-17
FR_MSR_000968,FR_PRD_00921,FAC_FR_009,5211,41,2931187.5,8793.56,4.45,2023-12-22
FR_MSR_000969,FR_PRD_00737,FAC_FR_018,2161,77,1192872.0,3578.62,2.34,2023-04-01
FR_MSR_000970,FR_PRD_00485,FAC_FR_005,7260,40,836352.0,31363.2,1.56,2023-01-20
FR_MSR_000971,FR_PRD_00094,FAC_FR_012,3575,131,398970.0,15293.85,1.3,2023-11-10
FR_MSR_000972,FR_PRD_00798,FAC_FR_015,5957,92,148686.72,12638.37,1.44,2024-03-07
FR_MSR_000973,FR_PRD_00235,FAC_FR_007,5692,107,83103.2,5983.43,3.56,2023-04-11
FR_MSR_000974,FR_PRD_00227,FAC_FR_006,316981,142,10396976.8,883743.03,2.12,2023-03-08
FR_MSR_000975,FR_PRD_00341,FAC_FR_015,4406,68,130065.12,11055.54,3.44,2024-05-14
FR_MSR_000976,FR_PRD_00773,FAC_FR_004,101616,123,30942072.0,92826.22,3.26,2023-01-31
FR_MSR_000977,FR_PRD_00563,FAC_FR_020,9928,61,3588972.0,10766.92,2.17,2024-08-02
FR_MSR_000978,FR_PRD_00924,FAC_FR_009,97110,89,47923785.0,143771.36,2.46,2023-04-08
FR_MSR_000979,FR_PRD_00865,FAC_FR_014,4549,53,112360.3,8089.94,3.42,2023-10-07
FR_MSR_000980,FR_PRD_00246,FAC_FR_002,9251,104,316754.24,26924.11,2.21,2024-10-19
FR_MSR_000981,FR_PRD_00000,FAC_FR_017,7307,117,165868.9,11942.56,2.52,2024-09-24
FR_MSR_000982,FR_PRD_00042,FAC_FR_001,2608,138,1036680.0,3110.04,3.71,2024-11-18
FR_MSR_000983,FR_PRD_00171,FAC_FR_002,211157,122,4983305.2,423580.94,4.51,2023-06-20
FR_MSR_000984,FR_PRD_00132,FAC_FR_008,8107,108,3003643.5,9010.93,1.64,2023-03-04
FR_MSR_000985,FR_PRD_00363,FAC_FR_005,8154,148,3889458.0,11668.37,2.5,2024-12-30
FR_MSR_000986,FR_PRD_00550,FAC_FR_012,154014,62,12983380.2,497696.24,4.89,2024-11-17
FR_MSR_000987,FR_PRD_00997,FAC_FR_010,3434,98,99448.64,8453.13,3.06,2024-06-10
FR_MSR_000988,FR_PRD_00801,FAC_FR_019,8766,54,4063041.0,12189.12,4.93,2024-08-17
FR_MSR_000989,FR_PRD_00463,FAC_FR_016,5795,107,2147047.5,6441.14,4.42,2023-03-08
FR_MSR_000990,FR_PRD_00208,FAC_FR_002,9106,63,184305.44,15665.96,3.85,2023-04-14
FR_MSR_000991,FR_PRD_00225,FAC_FR_014,3119,149,511516.0,19181.85,3.03,2023-04-20
FR_MSR_000992,FR_PRD_00658,FAC_FR_009,7214,117,3094806.0,9284.42,4.69,2024-04-20
FR_MSR_000993,FR_PRD_00487,FAC_FR_016,8880,47,3063600.0,9190.8,4.07,2024-12-23
FR_MSR_000994,FR_PRD_00155,FAC_FR_019,474271,96,259663372.5,778990.12,2.82,2024-05-13
FR_MSR_000995,FR_PRD_00776,FAC_FR_013,91246,40,33669774.0,101009.32,1.86,2023-09-19
FR_MSR_000996,FR_PRD_00239,FAC_FR_008,59762,61,10350778.4,388154.19,3.52,2024-09-14
FR_MSR_000997,FR_PRD_00482,FAC_FR_005,499727,32,8715238.88,740795.3,1.03,2024-08-21
FR_MSR_000998,FR_PRD_00836,FAC_FR_014,2217,50,571986.0,1715.96,4.89,2023-06-09
FR_MSR_000999,FR_PRD_00647,FAC_FR_005,2392,133,54824.64,3883.41,4.26,2023-05-11
FR_MSR_001000,FR_PRD_00184,FAC_FR_008,218411,138,20377746.3,781146.94,4.18,2024-11-07
FR_MSR_001001,FR_PRD_00436,FAC_FR_008,2642,73,87503.04,7437.76,1.92,2024-07-22
FR_MSR_001002,FR_PRD_00082,FAC_FR_009,306479,14,174693030.0,524079.09,3.04,2023-01-30
FR_MSR_001003,FR_PRD_00462,FAC_FR_007,369096,21,67470748.8,2530153.08,4.32,2024-08-04
FR_MSR_001004,FR_PRD_00305,FAC_FR_004,7787,63,4485312.0,13455.94,4.02,2024-11-28
FR_MSR_001005,FR_PRD_00663,FAC_FR_002,202284,15,4191324.48,356262.58,4.13,2023-07-02
FR_MSR_001006,FR_PRD_00172,FAC_FR_009,4340,125,73953.6,6286.06,4.76,2023-12-18
FR_MSR_001007,FR_PRD_00886,FAC_FR_007,5828,93,170643.84,14504.73,4.21,2024-12-04
FR_MSR_001008,FR_PRD_00184,FAC_FR_014,139535,70,13018615.5,499046.93,2.12,2024-11-26
FR_MSR_001009,FR_PRD_00615,FAC_FR_014,6085,147,2446170.0,7338.51,1.09,2023-12-17
FR_MSR_001010,FR_PRD_00101,FAC_FR_018,5272,31,104174.72,8854.85,3.22,2024-12-28
FR_MSR_001011,FR_PRD_00235,FAC_FR_003,6743,26,98447.8,7088.24,2.22,2023-05-25
FR_MSR_001012,FR_PRD_00296,FAC_FR_012,402128,140,95304336.0,285913.01,1.88,2024-11-02
FR_MSR_001013,FR_PRD_00760,FAC_FR_005,8809,92,93375.4,6723.03,4.3,2023-06-06
FR_MSR_001014,FR_PRD_00685,FAC_FR_016,183912,42,6429563.52,546512.9,4.23,2024-04-14
FR_MSR_001015,FR_PRD_00205,FAC_FR_015,9272,75,2378268.0,7134.8,4.76,2023-03-25
FR_MSR_001016,FR_PRD_00392,FAC_FR_001,5540,47,3016530.0,9049.59,2.85,2024-08-03
FR_MSR_001017,FR_PRD_00362,FAC_FR_002,159396,16,22187923.2,850537.06,3.92,2023-06-01
FR_MSR_001018,FR_PRD_00850,FAC_FR_019,8818,146,917953.8,35188.23,4.32,2023-02-21
FR_MSR_001019,FR_PRD_00193,FAC_FR_012,140306,115,40618587.0,121855.76,4.16,2024-02-03
FR_MSR_001020,FR_PRD_00458,FAC_FR_013,5752,116,202010.24,17170.87,1.53,2024-07-10
FR_MSR_001021,FR_PRD_00167,FAC_FR_010,245892,104,5163732.0,365764.35,4.78,2024-08-01
FR_MSR_001022,FR_PRD_00288,FAC_FR_007,2553,47,800365.5,2401.1,3.6,2024-09-01
FR_MSR_001023,FR_PRD_00149,FAC_FR_011,4926,20,2305368.0,6916.1,4.66,2024-08-14
FR_MSR_001024,FR_PRD_00734,FAC_FR_011,440461,124,13319540.64,1132160.95,4.02,2024-04-02
FR_MSR_001025,FR_PRD_00866,FAC_FR_002,291452,77,8079049.44,572266.0,4.11,2023-06-15
FR_MSR_001026,FR_PRD_00372,FAC_FR_001,498629,123,173522892.0,520568.68,2.47,2024-10-31
FR_MSR_001027,FR_PRD_00006,FAC_FR_008,8206,67,691765.8,26517.69,3.61,2023-08-21
FR_MSR_001028,FR_PRD_00017,FAC_FR_020,6213,135,2534904.0,7604.71,3.64,2024-05-29
FR_MSR_001029,FR_PRD_00729,FAC_FR_018,6664,65,890310.4,33386.64,4.4,2024-10-06
FR_MSR_001030,FR_PRD_00841,FAC_FR_011,3419,132,794917.5,2384.75,4.4,2024-03-13
FR_MSR_001031,FR_PRD_00512,FAC_FR_019,282880,88,4752384.0,336627.2,4.96,2023-05-07
FR_MSR_001032,FR_PRD_00441,FAC_FR_014,406002,14,43604614.8,1671510.23,3.21,2024-02-15
FR_MSR_001033,FR_PRD_00048,FAC_FR_018,6952,36,1192963.2,44736.12,1.67,2023-12-23
FR_MSR_001034,FR_PRD_00164,FAC_FR_006,3668,113,1793652.0,5380.96,4.8,2024-10-09
FR_MSR_001035,FR_PRD_00721,FAC_FR_002,3217,19,37960.6,2733.16,2.69,2023-02-02
FR_MSR_001036,FR_PRD_00695,FAC_FR_015,7109,145,144170.52,10212.08,4.9,2023-04-03
FR_MSR_001037,FR_PRD_00119,FAC_FR_014,9060,102,218164.8,18544.01,3.2,2024-01-12
FR_MSR_001038,FR_PRD_00515,FAC_FR_011,6477,27,1476756.0,4430.27,2.37,2023-05-21
FR_MSR_001039,FR_PRD_00236,FAC_FR_014,8987,59,222877.6,18944.6,1.94,2023-06-18
FR_MSR_001040,FR_PRD_00448,FAC_FR_015,4628,30,92560.0,7867.6,2.06,2024-09-26
FR_MSR_001041,FR_PRD_00978,FAC_FR_008,260830,76,4256745.6,361823.38,2.05,2023-05-28
FR_MSR_001042,FR_PRD_00511,FAC_FR_019,2555,38,70722.4,6011.4,4.44,2024-12-05
FR_MSR_001043,FR_PRD_00486,FAC_FR_014,8413,94,211334.56,17963.44,2.67,2023-03-09
FR_MSR_001044,FR_PRD_00064,FAC_FR_019,4898,150,875762.4,32841.09,4.2,2024-11-26
FR_MSR_001045,FR_PRD_00393,FAC_FR_017,7895,109,192322.2,13622.82,2.76,2023-01-05
FR_MSR_001046,FR_PRD_00228,FAC_FR_017,318837,41,5088638.52,360445.23,1.5,2024-08-18
FR_MSR_001047,FR_PRD_00674,FAC_FR_008,6035,13,133252.8,9438.74,2.4,2023-12-27
FR_MSR_001048,FR_PRD_00027,FAC_FR_008,8745,43,4000837.5,12002.51,1.23,2024-04-03
FR_MSR_001049,FR_PRD_00818,FAC_FR_012,77210,119,46326000.0,138978.0,4.78,2023-11-14
FR_MSR_001050,FR_PRD_00542,FAC_FR_012,2779,143,56024.64,3968.41,3.44,2024-11-04
FR_MSR_001051,FR_PRD_00069,FAC_FR_007,6332,20,2194038.0,6582.11,4.95,2024-03-09
FR_MSR_001052,FR_PRD_00926,FAC_FR_014,6514,27,3370995.0,10112.98,2.16,2024-08-25
FR_MSR_001053,FR_PRD_00924,FAC_FR_020,430995,108,212696032.5,638088.1,1.06,2024-07-02
FR_MSR_001054,FR_PRD_00364,FAC_FR_004,489525,27,256266337.5,768799.01,3.76,2024-03-11
FR_MSR_001055,FR_PRD_00251,FAC_FR_008,3143,142,78700.72,6689.56,3.7,2024-04-08
FR_MSR_001056,FR_PRD_00265,FAC_FR_019,195960,33,26885712.0,1008214.2,3.87,2024-05-02
FR_MSR_001057,FR_PRD_00512,FAC_FR_015,394055,110,6620124.0,468925.45,1.4,2023-09-16
FR_MSR_001058,FR_PRD_00867,FAC_FR_010,3568,81,91626.24,6490.19,2.03,2024-07-10
FR_MSR_001059,FR_PRD_00713,FAC_FR_020,6698,122,3988659.0,11965.98,3.91,2023-04-17
FR_MSR_001060,FR_PRD_00615,FAC_FR_008,7317,13,2941434.0,8824.3,2.87,2023-04-29
FR_MSR_001061,FR_PRD_00355,FAC_FR_002,9780,72,1387782.0,53198.31,3.95,2024-03-18
FR_MSR_001062,FR_PRD_00097,FAC_FR_019,5117,28,828954.0,31085.78,3.49,2023-05-13
FR_MSR_001063,FR_PRD_00416,FAC_FR_011,2071,130,230295.2,8636.07,4.47,2024-01-28
FR_MSR_001064,FR_PRD_00347,FAC_FR_003,401532,139,187916976.0,563750.93,1.11,2023-04-08
FR_MSR_001065,FR_PRD_00043,FAC_FR_008,188072,110,25051190.4,960295.63,2.23,2024-07-20
FR_MSR_001066,FR_PRD_00262,FAC_FR_004,9654,100,3504402.0,10513.21,2.75,2024-10-22
FR_MSR_001067,FR_PRD_00636,FAC_FR_009,5063,131,2992233.0,8976.7,4.1,2024-01-28
FR_MSR_001068,FR_PRD_00447,FAC_FR_012,202146,126,93694671.0,281084.01,4.53,2024-01-24
FR_MSR_001069,FR_PRD_00449,FAC_FR_017,3845,22,1355362.5,4066.09,1.21,2024-08-19
FR_MSR_001070,FR_PRD_00683,FAC_FR_006,9885,68,5130315.0,15390.94,3.44,2023-12-18
FR_MSR_001071,FR_PRD_00865,FAC_FR_018,3103,118,76644.1,5518.38,3.37,2023-02-14
FR_MSR_001072,FR_PRD_00449,FAC_FR_013,7062,142,2489355.0,7468.06,4.37,2024-05-21
FR_MSR_001073,FR_PRD_00998,FAC_FR_010,6205,85,3629925.0,10889.78,4.32,2024-04-10
FR_MSR_001074,FR_PRD_00108,FAC_FR_014,301700,98,30592380.0,1172707.9,1.03,2023-01-31
FR_MSR_001075,FR_PRD_00288,FAC_FR_014,6093,97,1910155.5,5730.47,1.85,2024-06-18
FR_MSR_001076,FR_PRD_00188,FAC_FR_009,4280,105,619744.0,23240.4,3.15,2024-04-13
FR_MSR_001077,FR_PRD_00926,FAC_FR_020,6236,90,3227130.0,9681.39,2.63,2024-11-06
FR_MSR_001078,FR_PRD_00120,FAC_FR_016,3282,17,45685.44,3236.05,2.18,2024-11-30
FR_MSR_001079,FR_PRD_00264,FAC_FR_017,68853,85,1878309.84,159656.34,3.76,2023-09-12
FR_MSR_001080,FR_PRD_00519,FAC_FR_015,7690,64,3529710.0,10589.13,2.65,2024-07-01
FR_MSR_001081,FR_PRD_00267,FAC_FR_010,298405,67,5341449.5,384584.36,4.14,2023-03-29
FR_MSR_001082,FR_PRD_00937,FAC_FR_008,7115,50,653157.0,25037.68,4.05,2023-01-15
FR_MSR_001083,FR_PRD_00348,FAC_FR_014,8513,17,5043952.5,15131.86,3.07,2023-09-12
FR_MSR_001084,FR_PRD_00551,FAC_FR_009,180014,73,3715488.96,263180.47,1.2,2023-04-13
FR_MSR_001085,FR_PRD_00461,FAC_FR_009,3045,97,1146442.5,3439.33,3.08,2023-04-11
FR_MSR_001086,FR_PRD_00305,FAC_FR_011,5409,72,3115584.0,9346.75,3.56,2023-07-24
FR_MSR_001087,FR_PRD_00328,FAC_FR_001,254644,137,32900004.8,1233750.18,3.89,2023-04-13
FR_MSR_001088,FR_PRD_00574,FAC_FR_013,74536,55,42150108.0,126450.32,3.73,2024-07-07
FR_MSR_001089,FR_PRD_00220,FAC_FR_013,355234,122,173176575.0,519529.72,1.59,2024-02-07
FR_MSR_001090,FR_PRD_00412,FAC_FR_010,5647,30,3362788.5,10088.37,3.73,2024-02-11
FR_MSR_001091,FR_PRD_00171,FAC_FR_018,148048,20,3493932.8,296984.29,1.64,2023-08-27
FR_MSR_001092,FR_PRD_00609,FAC_FR_014,7485,131,103293.0,7437.1,1.99,2024-10-23
FR_MSR_001093,FR_PRD_00126,FAC_FR_018,9490,125,254332.0,21618.22,4.28,2024-08-05
FR_MSR_001094,FR_PRD_00362,FAC_FR_004,362144,140,50410444.8,1932400.38,3.63,2024-03-11
FR_MSR_001095,FR_PRD_00199,FAC_FR_001,314208,90,7842631.68,666623.69,1.7,2023-12-04
FR_MSR_001096,FR_PRD_00033,FAC_FR_010,63770,50,899157.0,64739.3,4.97,2023-09-26
FR_MSR_001097,FR_PRD_00640,FAC_FR_007,6339,130,193212.72,16423.08,4.19,2024-07-01
FR_MSR_001098,FR_PRD_00515,FAC_FR_001,2102,15,479256.0,1437.77,4.97,2023-11-10
FR_MSR_001099,FR_PRD_00968,FAC_FR_019,7554,126,221785.44,18851.76,4.44,2023-07-04
FR_MSR_001100,FR_PRD_00836,FAC_FR_010,5908,121,1524264.0,4572.79,4.17,2024-05-23
FR_MSR_001101,FR_PRD_00347,FAC_FR_010,494513,114,231432084.0,694296.25,4.87,2024-04-18
FR_MSR_001102,FR_PRD_00587,FAC_FR_012,5365,110,84981.6,6019.53,3.75,2024-05-24
FR_MSR_001103,FR_PRD_00608,FAC_FR_013,218043,35,6576176.88,558975.03,3.51,2024-01-18
FR_MSR_001104,FR_PRD_00570,FAC_FR_014,9781,96,1217734.5,46679.82,2.02,2023-04-26
FR_MSR_001105,FR_PRD_00272,FAC_FR_009,50041,50,17789575.5,53368.73,3.83,2024-09-16
FR_MSR_001106,FR_PRD_00138,FAC_FR_014,4590,77,155325.6,13202.68,3.3,2023-08-03
FR_MSR_001107,FR_PRD_00686,FAC_FR_002,5737,16,198729.68,16892.02,2.7,2023-03-11
FR_MSR_001108,FR_PRD_00817,FAC_FR_020,7901,115,228812.96,19449.1,3.54,2024-06-19
FR_MSR_001109,FR_PRD_00325,FAC_FR_008,4818,63,481318.2,18450.53,4.76,2024-11-11
FR_MSR_001110,FR_PRD_00845,FAC_FR_012,235820,84,4074969.6,346372.42,2.73,2023-01-21
FR_MSR_001111,FR_PRD_00656,FAC_FR_010,9522,133,177490.08,15086.66,4.84,2024-02-21
FR_MSR_001112,FR_PRD_00239,FAC_FR_017,259026,32,44863303.2,1682373.87,1.04,2023-11-09
FR_MSR_001113,FR_PRD_00872,FAC_FR_004,227460,76,2593044.0,186699.17,2.77,2023-11-08
FR_MSR_001114,FR_PRD_00988,FAC_FR_014,8755,88,4990350.0,14971.05,1.18,2024-08-16
FR_MSR_001115,FR_PRD_00256,FAC_FR_002,2423,131,41917.9,3018.09,4.1,2024-09-26
FR_MSR_001116,FR_PRD_00969,FAC_FR_016,5471,142,80095.44,5673.43,3.71,2023-06-28
FR_MSR_001117,FR_PRD_00684,FAC_FR_005,4765,46,124080.6,8789.04,3.48,2023-10-04
FR_MSR_001118,FR_PRD_00252,FAC_FR_003,2284,31,69433.6,5901.86,1.01,2023-12-13
FR_MSR_001119,FR_PRD_00600,FAC_FR_010,63518,85,24105081.0,72315.24,3.38,2024-06-19
FR_MSR_001120,FR_PRD_00339,FAC_FR_008,7801,54,2621136.0,7863.41,1.62,2024-01-19
FR_MSR_001121,FR_PRD_00552,FAC_FR_012,7689,82,3240913.5,9722.74,1.22,2024-09-06
FR_MSR_001122,FR_PRD_00394,FAC_FR_005,308275,67,83234250.0,249702.75,2.07,2024-07-22
FR_MSR_001123,FR_PRD_00119,FAC_FR_005,4598,73,110719.84,9411.19,4.61,2024-09-17
FR_MSR_001124,FR_PRD_00331,FAC_FR_004,133720,15,41720640.0,125161.92,1.06,2024-02-03
FR_MSR_001125,FR_PRD_00424,FAC_FR_012,293431,108,137325708.0,411977.12,4.78,2024-05-01
FR_MSR_001126,FR_PRD_00986,FAC_FR_020,3847,122,1933117.5,5799.35,1.78,2023-10-18
FR_MSR_001127,FR_PRD_00811,FAC_FR_013,6888,76,127841.28,10866.51,4.89,2024-12-18
FR_MSR_001128,FR_PRD_00492,FAC_FR_012,5322,111,129643.92,9183.11,3.83,2024-07-20
FR_MSR_001129,FR_PRD_00142,FAC_FR_014,2648,68,1132020.0,3396.06,3.99,2023-06-25
FR_MSR_001130,FR_PRD_00002,FAC_FR_013,4043,117,57006.3,4104.45,1.66,2023-01-24
FR_MSR_001131,FR_PRD_00617,FAC_FR_016,491301,68,12027048.48,851915.93,4.79,2023-06-12
FR_MSR_001132,FR_PRD_00496,FAC_FR_013,3727,107,111213.68,9453.16,3.54,2024-02-02
FR_MSR_001133,FR_PRD_00002,FAC_FR_003,3645,104,51394.5,3700.4,3.39,2024-02-15
FR_MSR_001134,FR_PRD_00615,FAC_FR_003,5273,76,2119746.0,6359.24,3.29,2024-05-23
FR_MSR_001135,FR_PRD_00022,FAC_FR_001,422418,78,140665194.0,421995.58,4.04,2024-03-10
FR_MSR_001136,FR_PRD_00395,FAC_FR_016,406761,53,203787261.0,611361.78,1.13,2024-12-31
FR_MSR_001137,FR_PRD_00570,FAC_FR_007,7261,60,903994.5,34653.12,4.01,2023-06-30
FR_MSR_001138,FR_PRD_00807,FAC_FR_006,495275,105,10846522.5,780949.62,4.99,2023-04-18
FR_MSR_001139,FR_PRD_00612,FAC_FR_002,5962,53,1609740.0,4829.22,2.7,2024-03-20
FR_MSR_001140,FR_PRD_00679,FAC_FR_003,340670,85,169653660.0,508960.98,4.71,2024-03-27
FR_MSR_001141,FR_PRD_00285,FAC_FR_002,4829,35,2738043.0,8214.13,2.59,2024-12-05
FR_MSR_001142,FR_PRD_00700,FAC_FR_020,5809,58,736581.2,27621.8,3.49,2024-07-20
FR_MSR_001143,FR_PRD_00065,FAC_FR_003,4798,55,82525.6,5941.84,1.55,2024-06-06
FR_MSR_001144,FR_PRD_00246,FAC_FR_011,5592,36,191470.08,16274.96,4.25,2024-11-18
FR_MSR_001145,FR_PRD_00699,FAC_FR_010,8773,105,5224321.5,15672.96,3.8,2023-12-05
FR_MSR_001146,FR_PRD_00563,FAC_FR_014,6447,41,2330590.5,6991.77,3.42,2024-06-03
FR_MSR_001147,FR_PRD_00835,FAC_FR_017,4468,139,1970388.0,5911.16,1.46,2024-05-15
FR_MSR_001148,FR_PRD_00999,FAC_FR_002,4774,125,153913.76,13082.67,3.03,2023-12-20
FR_MSR_001149,FR_PRD_00100,FAC_FR_019,6691,60,2900548.5,8701.65,1.3,2024-01-28
FR_MSR_001150,FR_PRD_00200,FAC_FR_004,3554,87,609866.4,22869.99,2.57,2024-09-30
FR_MSR_001151,FR_PRD_00459,FAC_FR_017,2390,113,51624.0,4388.04,2.96,2024-06-20
FR_MSR_001152,FR_PRD_00237,FAC_FR_019,5591,56,1652140.5,4956.42,1.4,2023-10-10
