measurement_id,product_id,factory_id,production_volume,shipping_mode,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
SPC_MSR_00973,SPC_PRD_0677,FAC_SPC_018,996,Truck_Rail,921499.2,2457.33,5.4,2023-01-18
SPC_MSR_00974,SPC_PRD_0456,FAC_SPC_004,1986,Truck_Rail,622015.2,16587.07,6.48,2023-06-09
SPC_MSR_00975,SPC_PRD_0545,FAC_SPC_013,13423,Ocean_Freight,10848468.6,28929.25,12.05,2023-12-31
SPC_MSR_00976,SPC_PRD_0280,FAC_SPC_009,13906,Air_Freight,278676.24,32512.23,11.44,2024-04-17
SPC_MSR_00977,SPC_PRD_0737,FAC_SPC_020,6295,Ocean_Freight,13801787.5,34228.43,9.95,2023-08-03
SPC_MSR_00978,SPC_PRD_0995,FAC_SPC_014,1212,Truck_Rail,262882.8,7010.21,5.5,2023-11-28
SPC_MSR_00979,SPC_PRD_0341,FAC_SPC_005,1542,Truck_Rail,381645.0,10177.2,7.34,2023-03-04
SPC_MSR_00980,SPC_PRD_0945,FAC_SPC_016,13252,Air_Freight,247679.88,37151.98,10.07,2023-10-21
SPC_MSR_00981,SPC_PRD_0764,FAC_SPC_012,12855,Ocean_Freight,20857237.5,51725.95,3.46,2023-06-24
SPC_MSR_00982,SPC_PRD_0482,FAC_SPC_014,13180,Truck_Rail,26722450.0,66271.68,7.19,2024-12-04
SPC_MSR_00983,SPC_PRD_0465,FAC_SPC_010,9087,Ocean_Freight,1402305.84,40900.59,14.22,2024-10-12
SPC_MSR_00984,SPC_PRD_0530,FAC_SPC_018,11470,Truck_Rail,9579744.0,25545.98,14.57,2024-02-19
SPC_MSR_00985,SPC_PRD_0682,FAC_SPC_007,11059,Ocean_Freight,245399.21,36809.88,8.69,2023-03-19
SPC_MSR_00986,SPC_PRD_0039,FAC_SPC_005,13582,Truck_Rail,11368134.0,30315.02,5.71,2024-10-09
SPC_MSR_00987,SPC_PRD_0455,FAC_SPC_011,14181,Ocean_Freight,8589431.7,229051.51,6.59,2024-07-20
SPC_MSR_00988,SPC_PRD_0939,FAC_SPC_006,39620,Truck_Rail,501985.4,75297.81,11.54,2023-03-11
SPC_MSR_00989,SPC_PRD_0288,FAC_SPC_010,13590,Ocean_Freight,550395.0,64212.75,14.27,2023-05-10
SPC_MSR_00990,SPC_PRD_0503,FAC_SPC_002,17534,Truck_Rail,227065.3,34059.8,11.68,2024-02-17
SPC_MSR_00991,SPC_PRD_0047,FAC_SPC_001,3954,Truck_Rail,134040.6,15638.07,12.93,2023-09-18
SPC_MSR_00992,SPC_PRD_0856,FAC_SPC_019,14104,Ocean_Freight,311416.32,36331.9,7.56,2024-11-19
SPC_MSR_00993,SPC_PRD_0499,FAC_SPC_007,6721,Ocean_Freight,12501060.0,31002.63,11.52,2024-02-12
SPC_MSR_00994,SPC_PRD_0000,FAC_SPC_006,49529,Truck_Rail,1012372.76,151855.91,12.12,2024-05-24
SPC_MSR_00995,SPC_PRD_0710,FAC_SPC_011,7907,Ocean_Freight,3622196.7,96591.91,4.35,2023-03-14
SPC_MSR_00996,SPC_PRD_0301,FAC_SPC_008,1150,Air_Freight,246847.5,6582.6,13.15,2024-03-03
SPC_MSR_00997,SPC_PRD_0441,FAC_SPC_013,20799,Ocean_Freight,8371597.5,20761.56,6.87,2024-02-25
SPC_MSR_00998,SPC_PRD_0507,FAC_SPC_004,11453,Truck_Rail,217148.88,25334.04,12.16,2024-08-04
SPC_MSR_00999,SPC_PRD_0823,FAC_SPC_003,41913,Truck_Rail,25357365.0,62886.27,8.64,2023-09-19
SPC_MSR_01000,SPC_PRD_0146,FAC_SPC_007,11080,Ocean_Freight,24874600.0,61689.01,10.85,2024-04-02
SPC_MSR_01001,SPC_PRD_0179,FAC_SPC_003,1875,Truck_Rail,728156.25,19417.5,6.22,2023-04-13
SPC_MSR_01002,SPC_PRD_0731,FAC_SPC_005,7491,Truck_Rail,85846.86,10015.47,10.07,2023-05-13
SPC_MSR_01003,SPC_PRD_0415,FAC_SPC_006,5569,Truck_Rail,567369.72,16548.28,10.6,2023-10-16
SPC_MSR_01004,SPC_PRD_0936,FAC_SPC_003,11050,Truck_Rail,352053.0,41072.85,11.72,2024-04-27
SPC_MSR_01005,SPC_PRD_0337,FAC_SPC_003,4366,Truck_Rail,2420510.4,64546.94,9.43,2024-11-16
SPC_MSR_01006,SPC_PRD_0613,FAC_SPC_004,6662,Truck_Rail,236234.52,27560.69,3.47,2024-03-14
SPC_MSR_01007,SPC_PRD_0072,FAC_SPC_008,45562,Ocean_Freight,26995485.0,66948.8,9.95,2024-08-05
SPC_MSR_01008,SPC_PRD_0218,FAC_SPC_012,45464,Ocean_Freight,34098000.0,84563.04,5.07,2024-03-22
SPC_MSR_01009,SPC_PRD_0600,FAC_SPC_012,12833,Ocean_Freight,398079.66,46442.63,12.11,2023-11-17
SPC_MSR_01010,SPC_PRD_0284,FAC_SPC_007,14818,Ocean_Freight,5341148.1,142430.62,9.31,2024-03-18
SPC_MSR_01011,SPC_PRD_0709,FAC_SPC_019,12648,Ocean_Freight,15810000.0,39208.8,8.35,2024-06-12
SPC_MSR_01012,SPC_PRD_0691,FAC_SPC_016,401,Ocean_Freight,125412.75,3344.34,3.16,2024-03-10
SPC_MSR_01013,SPC_PRD_0549,FAC_SPC_004,3401,Truck_Rail,586468.44,17105.33,13.83,2024-06-30
SPC_MSR_01014,SPC_PRD_0594,FAC_SPC_019,12754,Ocean_Freight,6014786.4,160394.3,3.45,2024-10-01
SPC_MSR_01015,SPC_PRD_0696,FAC_SPC_004,13989,Truck_Rail,469051.17,70357.68,12.28,2023-12-05
SPC_MSR_01016,SPC_PRD_0081,FAC_SPC_006,41733,Truck_Rail,458645.67,68796.85,6.07,2024-01-21
SPC_MSR_01017,SPC_PRD_0098,FAC_SPC_011,5048,Ocean_Freight,387080.64,11289.85,6.66,2024-07-06
SPC_MSR_01018,SPC_PRD_0608,FAC_SPC_006,9292,Truck_Rail,19768730.0,49026.45,13.18,2023-09-08
SPC_MSR_01019,SPC_PRD_0061,FAC_SPC_005,3142,Truck_Rail,531249.36,15494.77,10.85,2023-09-04
SPC_MSR_01020,SPC_PRD_0456,FAC_SPC_015,1617,Truck_Rail,506444.4,13505.18,4.15,2023-10-02
SPC_MSR_01021,SPC_PRD_0845,FAC_SPC_013,11550,Ocean_Freight,484291.5,72643.72,6.67,2023-10-28
SPC_MSR_01022,SPC_PRD_0210,FAC_SPC_009,12066,Ocean_Freight,10946275.2,29190.07,14.88,2023-02-19
SPC_MSR_01023,SPC_PRD_0878,FAC_SPC_020,5563,Air_Freight,10722682.5,26592.25,12.3,2023-06-14
SPC_MSR_01024,SPC_PRD_0404,FAC_SPC_007,10081,Ocean_Freight,5325792.3,142021.13,8.11,2024-11-30
SPC_MSR_01025,SPC_PRD_0299,FAC_SPC_011,12433,Ocean_Freight,12465325.8,33240.87,13.61,2023-07-02
SPC_MSR_01026,SPC_PRD_0163,FAC_SPC_003,45370,Truck_Rail,28923375.0,71729.97,9.39,2023-06-28
SPC_MSR_01027,SPC_PRD_0250,FAC_SPC_013,14439,Ocean_Freight,23607765.0,58547.26,14.51,2024-10-20
SPC_MSR_01028,SPC_PRD_0474,FAC_SPC_008,13357,Ocean_Freight,25578655.0,63435.06,11.18,2024-08-26
SPC_MSR_01029,SPC_PRD_0594,FAC_SPC_019,10646,Air_Freight,5020653.6,133884.1,11.29,2024-12-16
SPC_MSR_01030,SPC_PRD_0301,FAC_SPC_018,1203,Truck_Rail,258223.95,6885.97,12.98,2024-10-01
SPC_MSR_01031,SPC_PRD_0554,FAC_SPC_018,29264,Truck_Rail,317514.4,47627.16,7.69,2023-03-06
SPC_MSR_01032,SPC_PRD_0773,FAC_SPC_007,14805,Ocean_Freight,4730197.5,126138.6,6.35,2024-08-02
SPC_MSR_01033,SPC_PRD_0101,FAC_SPC_012,10508,Air_Freight,180212.2,27031.83,4.49,2023-06-09
SPC_MSR_01034,SPC_PRD_0838,FAC_SPC_007,1048,Ocean_Freight,1495915.2,3989.11,5.53,2023-12-18
SPC_MSR_01035,SPC_PRD_0290,FAC_SPC_003,12653,Truck_Rail,4851160.2,12936.43,9.07,2023-04-05
SPC_MSR_01036,SPC_PRD_0410,FAC_SPC_016,22290,Ocean_Freight,376032.3,56404.84,4.92,2023-09-24
SPC_MSR_01037,SPC_PRD_0859,FAC_SPC_003,17915,Truck_Rail,129167.15,19375.07,10.09,2023-03-23
SPC_MSR_01038,SPC_PRD_0703,FAC_SPC_020,2684,Ocean_Freight,244780.8,7139.44,14.86,2024-04-13
SPC_MSR_01039,SPC_PRD_0682,FAC_SPC_016,9401,Ocean_Freight,208608.19,31291.23,8.9,2023-06-05
SPC_MSR_01040,SPC_PRD_0203,FAC_SPC_015,23613,Truck_Rail,241324.86,36198.73,6.05,2024-05-23
SPC_MSR_01041,SPC_PRD_0631,FAC_SPC_009,6642,Ocean_Freight,741247.2,21619.71,10.1,2024-03-04
SPC_MSR_01042,SPC_PRD_0483,FAC_SPC_009,15476,Ocean_Freight,233997.12,35099.57,7.37,2023-08-17
SPC_MSR_01043,SPC_PRD_0853,FAC_SPC_017,6666,Ocean_Freight,124387.56,14511.88,5.28,2024-12-29
SPC_MSR_01044,SPC_PRD_0849,FAC_SPC_001,4414,Truck_Rail,3289312.8,8771.5,12.26,2024-08-23
SPC_MSR_01045,SPC_PRD_0984,FAC_SPC_017,469,Ocean_Freight,125363.7,3343.03,14.08,2023-05-01
SPC_MSR_01046,SPC_PRD_0598,FAC_SPC_013,5502,Ocean_Freight,85831.2,10013.64,9.83,2024-04-14
SPC_MSR_01047,SPC_PRD_0331,FAC_SPC_018,8561,Truck_Rail,3571221.15,95232.56,7.1,2023-10-31
SPC_MSR_01048,SPC_PRD_0151,FAC_SPC_013,6195,Air_Freight,8967262.5,22238.81,11.63,2023-12-17
SPC_MSR_01049,SPC_PRD_0481,FAC_SPC_001,34619,Truck_Rail,244756.33,36713.45,14.68,2024-01-26
SPC_MSR_01050,SPC_PRD_0577,FAC_SPC_020,12195,Ocean_Freight,210851.55,31627.73,11.03,2024-02-13
SPC_MSR_01051,SPC_PRD_0070,FAC_SPC_002,6231,Truck_Rail,10421347.5,25844.94,14.88,2023-07-31
SPC_MSR_01052,SPC_PRD_0398,FAC_SPC_012,1216,Ocean_Freight,403833.6,10768.9,5.64,2024-12-18
SPC_MSR_01053,SPC_PRD_0249,FAC_SPC_002,13249,Truck_Rail,3297013.65,87920.36,12.74,2024-09-28
SPC_MSR_01054,SPC_PRD_0329,FAC_SPC_016,14781,Ocean_Freight,22023690.0,54618.75,8.47,2024-05-14
SPC_MSR_01055,SPC_PRD_0583,FAC_SPC_006,682,Truck_Rail,936658.8,2497.76,8.66,2023-07-13
SPC_MSR_01056,SPC_PRD_0013,FAC_SPC_017,22130,Ocean_Freight,7468875.0,18522.81,6.34,2023-04-11
SPC_MSR_01057,SPC_PRD_0662,FAC_SPC_015,10973,Truck_Rail,127725.72,14901.33,9.01,2023-01-10
SPC_MSR_01058,SPC_PRD_0065,FAC_SPC_004,5528,Truck_Rail,11360040.0,28172.9,6.83,2024-01-12
SPC_MSR_01059,SPC_PRD_0203,FAC_SPC_004,29287,Truck_Rail,299313.14,44896.97,8.36,2023-09-18
SPC_MSR_01060,SPC_PRD_0946,FAC_SPC_006,13413,Truck_Rail,8975308.95,239341.57,13.12,2023-01-14
SPC_MSR_01061,SPC_PRD_0061,FAC_SPC_004,3036,Truck_Rail,513326.88,14972.03,7.56,2023-02-13
SPC_MSR_01062,SPC_PRD_0844,FAC_SPC_004,10983,Truck_Rail,16968735.0,42082.46,11.92,2024-03-11
SPC_MSR_01063,SPC_PRD_0553,FAC_SPC_006,8482,Truck_Rail,5939096.4,15837.59,11.33,2023-09-15
SPC_MSR_01064,SPC_PRD_0051,FAC_SPC_002,3739,Truck_Rail,1682550.0,4486.8,3.2,2024-06-27
SPC_MSR_01065,SPC_PRD_0409,FAC_SPC_002,1311,Truck_Rail,277276.5,7394.04,4.07,2023-02-22
SPC_MSR_01066,SPC_PRD_0316,FAC_SPC_001,2271,Truck_Rail,405509.76,11827.37,12.17,2023-10-02
SPC_MSR_01067,SPC_PRD_0663,FAC_SPC_008,12652,Ocean_Freight,2160455.52,63013.29,7.04,2023-11-18
SPC_MSR_01068,SPC_PRD_0498,FAC_SPC_009,12192,Ocean_Freight,5288889.6,141037.06,8.37,2023-04-18
SPC_MSR_01069,SPC_PRD_0449,FAC_SPC_016,4552,Ocean_Freight,186085.76,27912.86,14.14,2024-08-11
SPC_MSR_01070,SPC_PRD_0435,FAC_SPC_006,27174,Truck_Rail,15421245.0,38244.69,13.75,2024-06-18
SPC_MSR_01071,SPC_PRD_0004,FAC_SPC_008,14850,Ocean_Freight,10531620.0,28084.32,3.28,2024-10-22
SPC_MSR_01072,SPC_PRD_0102,FAC_SPC_003,9921,Truck_Rail,244453.44,36668.02,11.71,2023-01-26
SPC_MSR_01073,SPC_PRD_0510,FAC_SPC_006,8308,Truck_Rail,7731424.8,20617.13,7.46,2024-04-26
SPC_MSR_01074,SPC_PRD_0849,FAC_SPC_004,4223,Truck_Rail,3146979.6,8391.95,12.91,2024-07-30
SPC_MSR_01075,SPC_PRD_0413,FAC_SPC_004,7589,Truck_Rail,201260.28,23480.37,6.26,2024-08-15
SPC_MSR_01076,SPC_PRD_0984,FAC_SPC_015,1474,Truck_Rail,394000.2,10506.67,13.85,2023-11-22
SPC_MSR_01077,SPC_PRD_0991,FAC_SPC_004,3574,Truck_Rail,2180854.8,5815.61,13.99,2024-03-11
SPC_MSR_01078,SPC_PRD_0524,FAC_SPC_008,24169,Ocean_Freight,274076.46,41111.47,9.69,2023-02-15
SPC_MSR_01079,SPC_PRD_0021,FAC_SPC_019,8030,Ocean_Freight,17585700.0,43612.54,14.98,2023-08-12
SPC_MSR_01080,SPC_PRD_0688,FAC_SPC_008,2562,Ocean_Freight,578755.8,15433.49,7.23,2023-01-30
SPC_MSR_01081,SPC_PRD_0701,FAC_SPC_002,12364,Truck_Rail,21482450.0,53276.48,10.07,2024-07-30
SPC_MSR_01082,SPC_PRD_0059,FAC_SPC_009,439,Ocean_Freight,464637.6,1239.03,3.25,2023-03-02
SPC_MSR_01083,SPC_PRD_0900,FAC_SPC_012,5957,Ocean_Freight,164770.62,19223.24,9.63,2024-02-08
SPC_MSR_01084,SPC_PRD_0519,FAC_SPC_009,10893,Air_Freight,13670715.0,33903.37,4.72,2024-08-15
SPC_MSR_01085,SPC_PRD_0658,FAC_SPC_015,9836,Truck_Rail,5183080.2,138215.47,11.14,2023-12-04
SPC_MSR_01086,SPC_PRD_0735,FAC_SPC_011,4077,Ocean_Freight,65068.92,7591.37,6.25,2024-08-28
SPC_MSR_01087,SPC_PRD_0075,FAC_SPC_013,29653,Ocean_Freight,278145.14,41721.77,4.06,2024-10-02
SPC_MSR_01088,SPC_PRD_0837,FAC_SPC_006,5797,Truck_Rail,103882.24,15582.34,3.49,2024-01-30
SPC_MSR_01089,SPC_PRD_0297,FAC_SPC_012,8646,Ocean_Freight,191249.52,28687.43,11.25,2024-08-05
SPC_MSR_01090,SPC_PRD_0101,FAC_SPC_007,11053,Ocean_Freight,189558.95,28433.84,3.58,2024-01-02
SPC_MSR_01091,SPC_PRD_0358,FAC_SPC_020,6643,Ocean_Freight,1844428.95,49184.77,6.48,2024-07-30
SPC_MSR_01092,SPC_PRD_0050,FAC_SPC_011,16854,Air_Freight,11629260.0,28840.56,12.33,2024-02-29
SPC_MSR_01093,SPC_PRD_0503,FAC_SPC_014,17004,Truck_Rail,220201.8,33030.27,14.57,2024-05-29
SPC_MSR_01094,SPC_PRD_0555,FAC_SPC_017,1729,Ocean_Freight,1170187.2,3120.5,8.61,2023-09-08
SPC_MSR_01095,SPC_PRD_0444,FAC_SPC_003,624,Truck_Rail,1063670.4,2836.45,5.37,2024-03-18
SPC_MSR_01096,SPC_PRD_0973,FAC_SPC_017,6577,Ocean_Freight,115623.66,13489.43,9.55,2024-01-27
SPC_MSR_01097,SPC_PRD_0831,FAC_SPC_006,4396,Truck_Rail,4589424.0,12238.46,3.26,2023-05-10
SPC_MSR_01098,SPC_PRD_0937,FAC_SPC_011,9898,Ocean_Freight,1090363.68,31802.27,4.36,2024-08-17
SPC_MSR_01099,SPC_PRD_0811,FAC_SPC_017,5272,Ocean_Freight,5608353.6,14955.61,14.39,2023-11-23
SPC_MSR_01100,SPC_PRD_0640,FAC_SPC_013,42152,Ocean_Freight,303915.92,45587.39,3.49,2024-05-05
SPC_MSR_01101,SPC_PRD_0380,FAC_SPC_019,8122,Air_Freight,3073770.9,81967.22,7.57,2024-12-24
SPC_MSR_01102,SPC_PRD_0977,FAC_SPC_006,3950,Truck_Rail,5648500.0,14008.28,11.73,2023-04-26
SPC_MSR_01103,SPC_PRD_0147,FAC_SPC_003,5191,Truck_Rail,553152.96,16133.63,8.62,2024-08-09
SPC_MSR_01104,SPC_PRD_0400,FAC_SPC_019,3504,Air_Freight,126564.48,14765.86,13.92,2024-01-31
SPC_MSR_01105,SPC_PRD_0183,FAC_SPC_011,4565,Ocean_Freight,195290.7,22783.91,4.17,2023-01-25
SPC_MSR_01106,SPC_PRD_0807,FAC_SPC_002,1515,Truck_Rail,533128.5,14216.76,8.85,2023-09-16
SPC_MSR_01107,SPC_PRD_0578,FAC_SPC_005,3489,Truck_Rail,54219.06,6325.56,14.03,2024-10-26
SPC_MSR_01108,SPC_PRD_0777,FAC_SPC_010,11917,Ocean_Freight,11433169.8,30488.45,5.99,2024-07-16
SPC_MSR_01109,SPC_PRD_0218,FAC_SPC_003,46562,Truck_Rail,34921500.0,86605.32,11.14,2024-09-19
SPC_MSR_01110,SPC_PRD_0347,FAC_SPC_017,1036,Ocean_Freight,504894.6,13463.86,14.63,2024-09-02
SPC_MSR_01111,SPC_PRD_0236,FAC_SPC_012,11000,Ocean_Freight,174900.0,20405.0,7.3,2024-08-12
SPC_MSR_01112,SPC_PRD_0896,FAC_SPC_006,10903,Truck_Rail,13901325.0,34475.29,6.4,2024-06-02
SPC_MSR_01113,SPC_PRD_0333,FAC_SPC_019,3614,Ocean_Freight,1395365.4,37209.74,9.59,2024-05-20
SPC_MSR_01114,SPC_PRD_0069,FAC_SPC_016,318,Ocean_Freight,402397.2,1073.06,11.64,2023-09-06
SPC_MSR_01115,SPC_PRD_0038,FAC_SPC_006,743,Truck_Rail,350398.8,9343.97,6.78,2024-02-23
SPC_MSR_01116,SPC_PRD_0837,FAC_SPC_001,5361,Truck_Rail,96069.12,14410.37,6.6,2024-10-25
SPC_MSR_01117,SPC_PRD_0006,FAC_SPC_018,13051,Truck_Rail,554406.48,64680.76,4.62,2024-07-09
SPC_MSR_01118,SPC_PRD_0836,FAC_SPC_010,4280,Ocean_Freight,530548.8,15474.34,11.87,2024-07-01
SPC_MSR_01119,SPC_PRD_0104,FAC_SPC_012,14780,Ocean_Freight,15696360.0,41856.96,6.55,2023-11-27
SPC_MSR_01120,SPC_PRD_0293,FAC_SPC_005,49460,Truck_Rail,768608.4,115291.26,9.0,2023-01-21
SPC_MSR_01121,SPC_PRD_0274,FAC_SPC_012,12981,Ocean_Freight,1845898.2,53838.7,13.83,2023-12-30
SPC_MSR_01122,SPC_PRD_0377,FAC_SPC_012,4544,Ocean_Freight,103376.0,15506.4,11.49,2023-12-12
SPC_MSR_01123,SPC_PRD_0047,FAC_SPC_012,3609,Ocean_Freight,122345.1,14273.6,9.75,2023-02-26
SPC_MSR_01124,SPC_PRD_0069,FAC_SPC_018,927,Truck_Rail,1173025.8,3128.07,7.61,2024-02-08
SPC_MSR_01125,SPC_PRD_0479,FAC_SPC_008,8524,Ocean_Freight,159910.24,23986.54,9.69,2024-05-26
SPC_MSR_01126,SPC_PRD_0252,FAC_SPC_017,1470,Ocean_Freight,963144.0,2568.38,9.82,2023-03-31
SPC_MSR_01127,SPC_PRD_0340,FAC_SPC_004,5063,Truck_Rail,2369484.0,63186.24,14.04,2024-06-11
SPC_MSR_01128,SPC_PRD_0643,FAC_SPC_001,1602,Truck_Rail,2165583.6,5774.89,11.89,2023-05-12
SPC_MSR_01129,SPC_PRD_0745,FAC_SPC_004,27984,Truck_Rail,9094800.0,22555.1,3.79,2024-12-25
SPC_MSR_01130,SPC_PRD_0673,FAC_SPC_009,26208,Air_Freight,541195.2,81179.28,11.04,2023-05-05
SPC_MSR_01131,SPC_PRD_0716,FAC_SPC_014,9744,Truck_Rail,408663.36,47677.39,6.94,2024-06-20
SPC_MSR_01132,SPC_PRD_0002,FAC_SPC_001,12597,Truck_Rail,11541371.4,30776.99,6.0,2023-03-26
SPC_MSR_01133,SPC_PRD_0644,FAC_SPC_005,8791,Truck_Rail,17450135.0,43276.33,8.58,2023-12-21
SPC_MSR_01134,SPC_PRD_0641,FAC_SPC_013,10490,Ocean_Freight,5740128.0,15307.01,7.2,2024-10-31
SPC_MSR_01135,SPC_PRD_0225,FAC_SPC_015,3197,Truck_Rail,6761655.0,16768.9,9.41,2024-08-29
SPC_MSR_01136,SPC_PRD_0093,FAC_SPC_009,39555,Ocean_Freight,26205187.5,64988.87,12.34,2023-07-28
SPC_MSR_01137,SPC_PRD_0272,FAC_SPC_012,1595,Ocean_Freight,748613.25,19963.02,6.87,2023-06-27
SPC_MSR_01138,SPC_PRD_0414,FAC_SPC_006,10471,Truck_Rail,2963816.55,79035.11,10.87,2023-09-29
SPC_MSR_01139,SPC_PRD_0326,FAC_SPC_018,10423,Truck_Rail,686667.24,20027.79,12.77,2023-09-09
SPC_MSR_01140,SPC_PRD_0565,FAC_SPC_019,1210,Ocean_Freight,513463.5,13692.36,12.93,2023-09-16
SPC_MSR_01141,SPC_PRD_0898,FAC_SPC_012,11908,Air_Freight,346522.8,40427.66,12.32,2023-06-28
SPC_MSR_01142,SPC_PRD_0061,FAC_SPC_009,2434,Ocean_Freight,411540.72,12003.27,12.06,2024-07-05
SPC_MSR_01143,SPC_PRD_0984,FAC_SPC_019,1178,Ocean_Freight,314879.4,8396.78,3.8,2024-08-12
SPC_MSR_01144,SPC_PRD_0923,FAC_SPC_017,408,Air_Freight,156794.4,4181.18,3.58,2024-04-15
SPC_MSR_01145,SPC_PRD_0368,FAC_SPC_006,14917,Truck_Rail,278351.22,32474.31,5.43,2023-06-25
SPC_MSR_01146,SPC_PRD_0592,FAC_SPC_012,8519,Ocean_Freight,106828.26,12463.3,13.86,2023-06-28
SPC_MSR_01147,SPC_PRD_0139,FAC_SPC_020,12670,Ocean_Freight,23597875.0,58522.73,4.02,2023-03-16
SPC_MSR_01148,SPC_PRD_0802,FAC_SPC_010,28828,Ocean_Freight,18810270.0,46649.47,11.54,2023-01-09
SPC_MSR_01149,SPC_PRD_0319,FAC_SPC_006,10738,Truck_Rail,17502940.0,43407.29,3.48,2023-12-10
SPC_MSR_01150,SPC_PRD_0345,FAC_SPC_014,1723,Truck_Rail,233380.35,6223.48,12.16,2023-05-31
SPC_MSR_01151,SPC_PRD_0399,FAC_SPC_018,3623,Truck_Rail,5461672.5,13544.95,9.54,2024-12-25
SPC_MSR_01152,SPC_PRD_0444,FAC_SPC_014,1686,Truck_Rail,2873955.6,7663.88,13.53,2023-04-05
SPC_MSR_01153,SPC_PRD_0195,FAC_SPC_016,9242,Ocean_Freight,4021656.3,107244.17,3.29,2024-08-31
SPC_MSR_01154,SPC_PRD_0244,FAC_SPC_019,8887,Ocean_Freight,11641970.0,28872.09,10.9,2023-02-15
SPC_MSR_01155,SPC_PRD_0280,FAC_SPC_007,4902,Ocean_Freight,98236.08,11460.88,14.84,2023-10-23
SPC_MSR_01156,SPC_PRD_0609,FAC_SPC_007,11974,Ocean_Freight,115668.84,13494.7,12.96,2024-10-20
SPC_MSR_01157,SPC_PRD_0213,FAC_SPC_005,7497,Truck_Rail,1114653.96,32510.74,12.09,2023-05-02
SPC_MSR_01158,SPC_PRD_0751,FAC_SPC_001,1251,Truck_Rail,218424.6,5824.66,6.66,2023-04-07
SPC_MSR_01159,SPC_PRD_0391,FAC_SPC_005,8260,Truck_Rail,341468.4,39837.98,6.46,2023-10-06
SPC_MSR_01160,SPC_PRD_0787,FAC_SPC_020,3923,Ocean_Freight,637879.8,18604.83,7.94,2023-08-23
SPC_MSR_01161,SPC_PRD_0971,FAC_SPC_020,10676,Ocean_Freight,1316991.36,38412.25,3.7,2023-12-11
SPC_MSR_01162,SPC_PRD_0220,FAC_SPC_009,10212,Ocean_Freight,1747477.44,50968.09,11.35,2023-07-13
SPC_MSR_01163,SPC_PRD_0911,FAC_SPC_015,1680,Truck_Rail,520884.0,13890.24,6.3,2023-07-18
SPC_MSR_01164,SPC_PRD_0866,FAC_SPC_018,3253,Truck_Rail,6684915.0,16578.59,12.31,2023-06-11
SPC_MSR_01165,SPC_PRD_0004,FAC_SPC_002,3253,Truck_Rail,2307027.6,6152.07,7.72,2024-08-12
SPC_MSR_01166,SPC_PRD_0415,FAC_SPC_018,14538,Truck_Rail,1481131.44,43199.67,12.09,2023-11-09
SPC_MSR_01167,SPC_PRD_0641,FAC_SPC_002,6197,Truck_Rail,3390998.4,9042.66,10.93,2023-02-19
SPC_MSR_01168,SPC_PRD_0872,FAC_SPC_001,14056,Truck_Rail,258911.52,30206.34,10.16,2024-03-06
SPC_MSR_01169,SPC_PRD_0093,FAC_SPC_011,32729,Air_Freight,21682962.5,53773.75,11.24,2023-04-04
SPC_MSR_01170,SPC_PRD_0711,FAC_SPC_013,5578,Ocean_Freight,700819.92,20440.58,11.79,2024-03-25
SPC_MSR_01171,SPC_PRD_0823,FAC_SPC_010,19253,Ocean_Freight,11648065.0,28887.2,13.09,2023-01-27
SPC_MSR_01172,SPC_PRD_0099,FAC_SPC_012,1010,Ocean_Freight,1683468.0,4489.25,12.72,2023-08-17
SPC_MSR_01173,SPC_PRD_0254,FAC_SPC_006,5786,Truck_Rail,3207758.4,8554.02,4.58,2024-11-14
SPC_MSR_01174,SPC_PRD_0281,FAC_SPC_018,29158,Truck_Rail,13777155.0,34167.34,11.64,2024-06-17
SPC_MSR_01175,SPC_PRD_0138,FAC_SPC_010,9971,Air_Freight,8291883.6,22111.69,6.25,2024-01-25
SPC_MSR_01176,SPC_PRD_0191,FAC_SPC_008,6877,Air_Freight,96759.39,14513.91,6.99,2023-10-27
SPC_MSR_01177,SPC_PRD_0082,FAC_SPC_014,4586,Truck_Rail,71541.6,8346.52,9.75,2024-04-08
SPC_MSR_01178,SPC_PRD_0154,FAC_SPC_017,43002,Ocean_Freight,23651100.0,58654.73,11.6,2024-10-01
SPC_MSR_01179,SPC_PRD_0290,FAC_SPC_019,5715,Air_Freight,2191131.0,5843.02,8.6,2023-12-20
SPC_MSR_01180,SPC_PRD_0450,FAC_SPC_017,12307,Ocean_Freight,298075.54,44711.33,7.09,2024-06-04
SPC_MSR_01181,SPC_PRD_0233,FAC_SPC_011,6885,Ocean_Freight,1211209.2,35326.94,11.49,2024-12-05
SPC_MSR_01182,SPC_PRD_0922,FAC_SPC_019,13909,Ocean_Freight,217814.94,25411.74,9.58,2023-10-14
SPC_MSR_01183,SPC_PRD_0564,FAC_SPC_004,7756,Truck_Rail,346693.2,40447.54,8.0,2023-09-27
SPC_MSR_01184,SPC_PRD_0631,FAC_SPC_010,13738,Ocean_Freight,1533160.8,44717.19,7.07,2023-04-23
SPC_MSR_01185,SPC_PRD_0387,FAC_SPC_014,20582,Truck_Rail,221873.96,33281.09,13.19,2023-05-28
SPC_MSR_01186,SPC_PRD_0105,FAC_SPC_009,24746,Ocean_Freight,400142.82,60021.42,5.61,2024-02-27
SPC_MSR_01187,SPC_PRD_0467,FAC_SPC_004,31269,Truck_Rail,10944150.0,27141.49,10.6,2023-12-02
