measurement_id,product_id,factory_id,production_volume_packs,total_individual_items,ecommerce_sales_pct,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
PRM_MSR_000581,PRM_PRD_0982,FAC_PRM_002,19162,19162,0.0,30084340.0,69795.67,5.68,2023-05-30
PRM_MSR_000582,PRM_PRD_0160,FAC_PRM_012,177487,532461,0.0,107823352.5,250150.18,9.85,2024-08-17
PRM_MSR_000583,PRM_PRD_0090,FAC_PRM_019,54968,54968,0.0,34080160.0,79065.97,5.81,2024-09-24
PRM_MSR_000584,PRM_PRD_0424,FAC_PRM_012,47228,47228,0.0,63167450.0,146548.48,5.49,2023-02-12
PRM_MSR_000585,PRM_PRD_0797,FAC_PRM_019,80580,564060,0.0,113376060.0,234310.52,5.77,2024-04-26
PRM_MSR_000586,PRM_PRD_0678,FAC_PRM_004,24699,24699,0.0,1454153.62,193887.15,8.96,2023-10-08
PRM_MSR_000587,PRM_PRD_0630,FAC_PRM_011,50417,50417,0.0,103606935.0,240368.09,3.79,2024-10-30
PRM_MSR_000588,PRM_PRD_0262,FAC_PRM_001,59672,59672,0.0,712185.32,110065.0,4.4,2024-11-10
PRM_MSR_000589,PRM_PRD_0605,FAC_PRM_010,51452,51452,0.0,68431160.0,158760.29,7.86,2024-11-20
PRM_MSR_000590,PRM_PRD_0450,FAC_PRM_020,22884,22884,0.0,7162692.0,50138.84,2.67,2024-11-09
PRM_MSR_000591,PRM_PRD_0805,FAC_PRM_011,31400,31400,0.0,66599400.0,137638.76,6.08,2024-01-15
PRM_MSR_000592,PRM_PRD_0351,FAC_PRM_002,18303,18303,0.0,417765.98,64563.83,11.76,2024-09-06
PRM_MSR_000593,PRM_PRD_0194,FAC_PRM_014,47063,47063,0.0,25978776.0,53689.47,10.21,2024-07-28
PRM_MSR_000594,PRM_PRD_0604,FAC_PRM_016,54401,54401,0.0,102137877.5,236959.88,4.87,2023-04-06
PRM_MSR_000595,PRM_PRD_0747,FAC_PRM_017,43118,43118,0.0,81493020.0,168418.91,9.01,2023-05-21
PRM_MSR_000596,PRM_PRD_0403,FAC_PRM_009,49266,49266,0.0,24238872.0,50093.67,7.53,2024-09-03
PRM_MSR_000597,PRM_PRD_0513,FAC_PRM_006,18038,18038,0.0,624024.61,96440.17,7.88,2023-06-11
PRM_MSR_000598,PRM_PRD_0456,FAC_PRM_006,50799,50799,0.0,433061.48,66927.68,2.97,2024-03-25
PRM_MSR_000599,PRM_PRD_0230,FAC_PRM_001,110561,331683,0.0,1422920.07,219905.83,7.12,2023-11-04
PRM_MSR_000600,PRM_PRD_0687,FAC_PRM_002,20629,20629,0.0,749967.3,115904.04,11.15,2023-12-08
PRM_MSR_000601,PRM_PRD_0325,FAC_PRM_015,240272,1201360,0.0,6012806.8,929251.96,6.63,2023-05-24
PRM_MSR_000602,PRM_PRD_0278,FAC_PRM_020,193986,581958,0.0,20077551.0,140542.86,9.21,2023-11-22
PRM_MSR_000603,PRM_PRD_0701,FAC_PRM_010,22437,22437,0.0,6473074.5,45311.52,11.19,2024-08-12
PRM_MSR_000604,PRM_PRD_0537,FAC_PRM_016,18142,18142,0.0,773302.75,119510.42,3.5,2024-03-22
PRM_MSR_000605,PRM_PRD_0546,FAC_PRM_010,43889,43889,0.0,118895301.0,245716.96,2.95,2024-07-13
PRM_MSR_000606,PRM_PRD_0033,FAC_PRM_020,51041,51041,0.0,3629015.1,483868.68,6.96,2023-11-26
PRM_MSR_000607,PRM_PRD_0842,FAC_PRM_004,105152,736064,0.0,2925854.4,390113.92,9.87,2023-05-30
PRM_MSR_000608,PRM_PRD_0002,FAC_PRM_006,52616,52616,0.0,27939096.0,57740.8,11.12,2023-12-17
PRM_MSR_000609,PRM_PRD_0006,FAC_PRM_005,226144,1583008,0.0,205791040.0,477435.21,4.43,2024-09-09
PRM_MSR_000610,PRM_PRD_0456,FAC_PRM_007,51178,51178,0.0,436292.45,67427.02,6.65,2024-04-11
PRM_MSR_000611,PRM_PRD_0865,FAC_PRM_020,48830,48830,0.0,1179000.35,182209.14,9.77,2023-02-20
PRM_MSR_000612,PRM_PRD_0343,FAC_PRM_016,128075,896525,0.0,3550239.0,548673.3,10.26,2023-11-20
PRM_MSR_000613,PRM_PRD_0873,FAC_PRM_003,67136,67136,0.0,41120800.0,95400.26,6.95,2023-11-24
PRM_MSR_000614,PRM_PRD_0077,FAC_PRM_019,25613,25613,0.0,589739.32,78631.91,5.59,2024-03-25
PRM_MSR_000615,PRM_PRD_0131,FAC_PRM_008,88112,264336,0.0,10309104.0,72163.73,10.64,2023-09-11
PRM_MSR_000616,PRM_PRD_0271,FAC_PRM_020,246629,1233145,0.0,5290192.05,817575.14,3.16,2024-08-29
PRM_MSR_000617,PRM_PRD_0142,FAC_PRM_006,53920,53920,0.0,1997736.0,266364.8,9.42,2023-03-22
PRM_MSR_000618,PRM_PRD_0077,FAC_PRM_007,17954,17954,0.0,413390.85,55118.78,9.75,2024-11-02
PRM_MSR_000619,PRM_PRD_0490,FAC_PRM_012,89925,269775,0.0,49233937.5,114222.74,4.45,2023-10-03
PRM_MSR_000620,PRM_PRD_0870,FAC_PRM_018,83682,83682,0.0,44979075.0,104351.45,8.51,2023-12-07
PRM_MSR_000621,PRM_PRD_0343,FAC_PRM_018,61407,429849,0.0,1702202.04,263067.59,8.4,2024-12-25
PRM_MSR_000622,PRM_PRD_0130,FAC_PRM_013,24566,24566,0.0,1103873.21,170598.59,8.39,2024-07-21
PRM_MSR_000623,PRM_PRD_0410,FAC_PRM_003,26133,26133,0.0,1252424.03,166989.87,10.26,2024-04-05
PRM_MSR_000624,PRM_PRD_0907,FAC_PRM_017,27985,27985,0.0,1525882.12,203450.95,10.13,2024-05-08
PRM_MSR_000625,PRM_PRD_0842,FAC_PRM_009,202397,1416779,0.0,5631696.52,750892.87,8.57,2024-07-10
PRM_MSR_000626,PRM_PRD_0644,FAC_PRM_004,94278,94278,0.0,53267070.0,123579.6,5.25,2024-05-01
PRM_MSR_000627,PRM_PRD_0658,FAC_PRM_005,66904,66904,0.0,913239.6,121765.28,10.47,2023-07-18
PRM_MSR_000628,PRM_PRD_0086,FAC_PRM_018,185747,928735,0.0,164850462.5,382453.07,3.91,2023-11-20
PRM_MSR_000629,PRM_PRD_0243,FAC_PRM_010,20027,20027,0.0,697240.0,107755.27,4.46,2023-10-06
PRM_MSR_000630,PRM_PRD_0940,FAC_PRM_008,227727,683181,0.0,2292072.26,354229.35,4.01,2024-06-23
PRM_MSR_000631,PRM_PRD_0544,FAC_PRM_011,107777,323331,0.0,9053268.0,63372.88,6.89,2023-11-07
PRM_MSR_000632,PRM_PRD_0868,FAC_PRM_004,58503,58503,0.0,2101135.24,324720.9,3.51,2023-03-21
PRM_MSR_000633,PRM_PRD_0706,FAC_PRM_017,74740,74740,0.0,875579.1,135316.77,5.43,2024-10-12
PRM_MSR_000634,PRM_PRD_0524,FAC_PRM_004,19648,19648,0.0,503971.2,67196.16,8.35,2023-12-03
PRM_MSR_000635,PRM_PRD_0671,FAC_PRM_007,17866,17866,0.0,884367.0,136674.9,7.43,2024-03-18
PRM_MSR_000636,PRM_PRD_0778,FAC_PRM_015,52663,52663,0.0,1532229.98,236799.18,5.49,2023-05-01
PRM_MSR_000637,PRM_PRD_0706,FAC_PRM_009,54905,54905,0.0,643212.07,99405.5,2.76,2024-04-21
PRM_MSR_000638,PRM_PRD_0884,FAC_PRM_009,73030,73030,0.0,751113.55,116081.18,11.42,2024-04-13
PRM_MSR_000639,PRM_PRD_0953,FAC_PRM_014,58570,58570,0.0,25331525.0,177320.68,10.63,2024-03-21
PRM_MSR_000640,PRM_PRD_0725,FAC_PRM_005,43920,43920,0.0,82613520.0,170734.61,4.99,2023-12-18
PRM_MSR_000641,PRM_PRD_0488,FAC_PRM_006,229069,1603483,0.0,466613553.0,964334.68,9.64,2023-02-28
PRM_MSR_000642,PRM_PRD_0253,FAC_PRM_006,85217,596519,0.0,4473892.5,596519.0,7.9,2024-10-23
PRM_MSR_000643,PRM_PRD_0009,FAC_PRM_006,41339,41339,0.0,112607436.0,232722.03,2.61,2023-12-02
PRM_MSR_000644,PRM_PRD_0667,FAC_PRM_004,43129,43129,0.0,1114884.65,172300.36,2.25,2024-06-01
PRM_MSR_000645,PRM_PRD_0641,FAC_PRM_017,144820,434460,0.0,1648775.7,254810.79,11.14,2023-01-07
PRM_MSR_000646,PRM_PRD_0850,FAC_PRM_003,34325,34325,0.0,1691536.0,261419.2,3.71,2024-10-26
PRM_MSR_000647,PRM_PRD_0203,FAC_PRM_008,202506,1012530,0.0,159473475.0,369978.46,6.02,2023-01-08
PRM_MSR_000648,PRM_PRD_0918,FAC_PRM_003,82130,82130,0.0,1361304.75,181507.3,3.42,2024-05-21
PRM_MSR_000649,PRM_PRD_0052,FAC_PRM_004,51630,51630,0.0,2453457.6,379170.72,8.78,2024-11-20
PRM_MSR_000650,PRM_PRD_0677,FAC_PRM_011,19733,19733,0.0,45681895.0,105982.0,7.98,2024-04-11
PRM_MSR_000651,PRM_PRD_0400,FAC_PRM_020,41917,41917,0.0,13413440.0,93894.08,4.13,2023-12-18
PRM_MSR_000652,PRM_PRD_0643,FAC_PRM_014,19091,19091,0.0,40434738.0,83565.13,10.34,2023-11-09
PRM_MSR_000653,PRM_PRD_0226,FAC_PRM_014,41514,41514,0.0,44108625.0,102332.01,7.66,2024-06-17
PRM_MSR_000654,PRM_PRD_0061,FAC_PRM_011,45338,45338,0.0,1114634.73,172261.73,4.18,2024-02-23
PRM_MSR_000655,PRM_PRD_0601,FAC_PRM_019,119806,838642,0.0,4151277.9,641561.13,2.76,2023-05-20
PRM_MSR_000656,PRM_PRD_0428,FAC_PRM_001,47325,47325,0.0,1415964.0,218830.8,2.81,2023-03-23
PRM_MSR_000657,PRM_PRD_0166,FAC_PRM_003,34241,34241,0.0,9810046.5,68670.33,2.89,2023-01-14
PRM_MSR_000658,PRM_PRD_0504,FAC_PRM_019,147061,441183,0.0,1528699.1,236253.5,3.12,2024-06-10
PRM_MSR_000659,PRM_PRD_0543,FAC_PRM_015,37357,37357,0.0,9918283.5,69427.98,4.9,2024-03-25
PRM_MSR_000660,PRM_PRD_0793,FAC_PRM_001,38309,38309,0.0,11416082.0,79912.57,10.69,2024-08-24
PRM_MSR_000661,PRM_PRD_0927,FAC_PRM_015,50208,50208,0.0,137971584.0,285141.27,8.06,2024-09-17
PRM_MSR_000662,PRM_PRD_0685,FAC_PRM_017,69260,69260,0.0,36880950.0,85563.8,5.47,2023-04-22
PRM_MSR_000663,PRM_PRD_0555,FAC_PRM_007,18156,18156,0.0,610132.38,94293.19,8.15,2023-10-31
PRM_MSR_000664,PRM_PRD_0225,FAC_PRM_015,37272,37272,0.0,18002376.0,37204.91,4.7,2023-02-26
PRM_MSR_000665,PRM_PRD_0235,FAC_PRM_013,30153,30153,0.0,1148829.3,153177.24,7.69,2023-03-31
PRM_MSR_000666,PRM_PRD_0723,FAC_PRM_012,52211,52211,0.0,21145455.0,49057.46,2.23,2024-08-31
PRM_MSR_000667,PRM_PRD_0375,FAC_PRM_011,33414,33414,0.0,1080608.76,167003.17,7.32,2024-03-28
PRM_MSR_000668,PRM_PRD_0226,FAC_PRM_014,25715,25715,0.0,27322187.5,63387.48,6.73,2023-08-09
PRM_MSR_000669,PRM_PRD_0276,FAC_PRM_011,84429,84429,0.0,10511410.5,73579.87,7.46,2024-07-06
PRM_MSR_000670,PRM_PRD_0976,FAC_PRM_003,31123,31123,0.0,16495190.0,38268.84,11.6,2024-02-05
PRM_MSR_000671,PRM_PRD_0338,FAC_PRM_015,214048,1070240,0.0,4650192.8,718666.16,7.89,2023-01-09
PRM_MSR_000672,PRM_PRD_0764,FAC_PRM_001,58881,58881,0.0,69479580.0,161192.63,3.25,2023-09-19
PRM_MSR_000673,PRM_PRD_0579,FAC_PRM_016,53220,53220,0.0,2167384.5,288984.6,9.01,2023-05-26
PRM_MSR_000674,PRM_PRD_0547,FAC_PRM_011,244143,1220715,0.0,296023387.5,686774.26,3.86,2023-01-07
PRM_MSR_000675,PRM_PRD_0874,FAC_PRM_001,94235,94235,0.0,1766906.25,235587.5,3.74,2024-02-20
PRM_MSR_000676,PRM_PRD_0623,FAC_PRM_005,48255,48255,0.0,2205494.78,340849.19,3.78,2024-05-15
PRM_MSR_000677,PRM_PRD_0841,FAC_PRM_008,53024,371168,0.0,68666080.0,159305.31,8.03,2024-03-05
PRM_MSR_000678,PRM_PRD_0222,FAC_PRM_004,45330,45330,0.0,526054.65,81299.36,3.18,2023-03-01
PRM_MSR_000679,PRM_PRD_0579,FAC_PRM_005,26407,26407,0.0,1075425.08,143390.01,4.47,2023-11-09
PRM_MSR_000680,PRM_PRD_0140,FAC_PRM_007,59170,59170,0.0,25383930.0,177687.51,11.18,2024-10-23
PRM_MSR_000681,PRM_PRD_0238,FAC_PRM_018,81153,81153,0.0,1115853.75,172450.12,5.54,2024-06-21
PRM_MSR_000682,PRM_PRD_0301,FAC_PRM_015,73239,73239,0.0,45225082.5,104922.19,4.65,2024-11-15
PRM_MSR_000683,PRM_PRD_0866,FAC_PRM_003,21003,21003,0.0,24258465.0,56279.64,7.12,2023-10-18
PRM_MSR_000684,PRM_PRD_0574,FAC_PRM_011,121517,850619,0.0,2713474.61,419355.17,5.46,2024-11-05
PRM_MSR_000685,PRM_PRD_0642,FAC_PRM_004,96553,96553,0.0,1144153.05,152553.74,5.35,2023-02-11
PRM_MSR_000686,PRM_PRD_0102,FAC_PRM_010,183159,1282113,0.0,36540220.5,255781.54,2.02,2023-09-15
PRM_MSR_000687,PRM_PRD_0521,FAC_PRM_002,79883,79883,0.0,7868475.5,55079.33,9.28,2024-10-25
PRM_MSR_000688,PRM_PRD_0640,FAC_PRM_014,20572,20572,0.0,54618660.0,112878.56,2.55,2024-12-21
PRM_MSR_000689,PRM_PRD_0345,FAC_PRM_006,29064,29064,0.0,1920403.8,256053.84,2.92,2024-04-29
PRM_MSR_000690,PRM_PRD_0642,FAC_PRM_017,77058,77058,0.0,913137.3,121751.64,7.21,2023-03-14
PRM_MSR_000691,PRM_PRD_0995,FAC_PRM_002,36064,36064,0.0,9322544.0,65257.81,7.5,2024-03-08
PRM_MSR_000692,PRM_PRD_0046,FAC_PRM_020,32212,32212,0.0,1034649.44,159900.37,8.82,2023-05-31
PRM_MSR_000693,PRM_PRD_0706,FAC_PRM_014,84900,84900,0.0,994603.5,153711.45,7.65,2023-01-01
PRM_MSR_000694,PRM_PRD_0897,FAC_PRM_010,15303,15303,0.0,34523568.0,71348.71,7.14,2023-10-31
PRM_MSR_000695,PRM_PRD_0570,FAC_PRM_012,19314,19314,0.0,1266032.7,168804.36,5.26,2024-12-23
PRM_MSR_000696,PRM_PRD_0089,FAC_PRM_015,23127,23127,0.0,5839567.5,40876.97,8.22,2023-07-15
PRM_MSR_000697,PRM_PRD_0926,FAC_PRM_001,19061,19061,0.0,556676.5,86031.82,5.92,2024-11-06
PRM_MSR_000698,PRM_PRD_0181,FAC_PRM_008,29633,29633,0.0,9438110.5,66066.77,6.44,2024-04-23
PRM_MSR_000699,PRM_PRD_0501,FAC_PRM_017,23240,23240,0.0,766920.0,118524.0,9.94,2024-01-26
PRM_MSR_000700,PRM_PRD_0475,FAC_PRM_014,40247,40247,0.0,1009394.76,155997.37,4.96,2023-11-17
PRM_MSR_000701,PRM_PRD_0082,FAC_PRM_008,47394,47394,0.0,15853293.0,110973.05,9.04,2024-04-27
PRM_MSR_000702,PRM_PRD_0727,FAC_PRM_005,41526,41526,0.0,22320225.0,51782.92,9.33,2023-06-10
PRM_MSR_000703,PRM_PRD_0725,FAC_PRM_016,21359,21359,0.0,40176279.0,83030.98,3.13,2024-01-23
PRM_MSR_000704,PRM_PRD_0289,FAC_PRM_002,55372,55372,0.0,1964321.7,303576.99,7.47,2024-10-14
PRM_MSR_000705,PRM_PRD_0866,FAC_PRM_009,38766,38766,0.0,44774730.0,103877.37,6.64,2023-11-17
PRM_MSR_000706,PRM_PRD_0509,FAC_PRM_005,56880,56880,0.0,1589227.2,245607.84,6.93,2024-09-26
PRM_MSR_000707,PRM_PRD_0399,FAC_PRM_017,50805,50805,0.0,977996.25,151144.88,3.36,2023-05-11
PRM_MSR_000708,PRM_PRD_0863,FAC_PRM_012,162359,811795,0.0,124204635.0,256689.58,11.02,2024-08-14
PRM_MSR_000709,PRM_PRD_0467,FAC_PRM_008,109893,549465,0.0,15110287.5,105772.01,9.29,2023-07-01
PRM_MSR_000710,PRM_PRD_0759,FAC_PRM_016,19871,19871,0.0,20715517.5,48060.0,5.34,2024-08-12
PRM_MSR_000711,PRM_PRD_0610,FAC_PRM_010,154361,1080527,0.0,216105400.0,501364.53,8.22,2023-06-11
PRM_MSR_000712,PRM_PRD_0386,FAC_PRM_011,82154,82154,0.0,908212.47,140360.11,10.77,2023-02-07
PRM_MSR_000713,PRM_PRD_0323,FAC_PRM_017,57604,57604,0.0,26267424.0,54286.01,11.25,2024-11-06
PRM_MSR_000714,PRM_PRD_0349,FAC_PRM_002,41004,41004,0.0,72331056.0,149484.18,9.16,2023-03-23
PRM_MSR_000715,PRM_PRD_0706,FAC_PRM_008,67330,67330,0.0,788770.95,121900.96,11.6,2024-02-23
PRM_MSR_000716,PRM_PRD_0299,FAC_PRM_014,18387,18387,0.0,25557930.0,59294.4,4.39,2024-08-09
PRM_MSR_000717,PRM_PRD_0691,FAC_PRM_004,49717,49717,0.0,1121118.35,173263.74,10.85,2024-04-28
PRM_MSR_000718,PRM_PRD_0489,FAC_PRM_019,42326,42326,0.0,13650135.0,95550.94,3.74,2023-01-22
PRM_MSR_000719,PRM_PRD_0665,FAC_PRM_011,95394,95394,0.0,11161098.0,78127.69,9.9,2024-09-14
PRM_MSR_000720,PRM_PRD_0635,FAC_PRM_010,40848,40848,0.0,2175156.0,290020.8,11.44,2023-08-12
PRM_MSR_000721,PRM_PRD_0448,FAC_PRM_003,51843,51843,0.0,2231841.15,297578.82,3.0,2024-12-17
PRM_MSR_000722,PRM_PRD_0990,FAC_PRM_012,68382,478674,0.0,1526970.06,235986.28,5.87,2024-09-08
PRM_MSR_000723,PRM_PRD_0440,FAC_PRM_001,74265,222795,0.0,1437027.75,191603.7,6.11,2024-10-08
PRM_MSR_000724,PRM_PRD_0289,FAC_PRM_018,55387,55387,0.0,1964853.82,303659.23,9.34,2023-01-05
PRM_MSR_000725,PRM_PRD_0026,FAC_PRM_007,22764,22764,0.0,5349540.0,37446.78,11.67,2024-03-08
PRM_MSR_000726,PRM_PRD_0516,FAC_PRM_018,59235,177705,0.0,36784935.0,76022.2,11.72,2023-11-30
PRM_MSR_000727,PRM_PRD_0828,FAC_PRM_012,24502,24502,0.0,1694313.3,225908.44,8.54,2023-10-05
PRM_MSR_000728,PRM_PRD_0235,FAC_PRM_003,23640,23640,0.0,900684.0,120091.2,11.97,2024-09-05
PRM_MSR_000729,PRM_PRD_0366,FAC_PRM_008,45122,45122,0.0,23801855.0,55220.3,7.32,2023-08-06
PRM_MSR_000730,PRM_PRD_0686,FAC_PRM_009,45236,45236,0.0,89567280.0,185105.71,4.89,2023-09-27
PRM_MSR_000731,PRM_PRD_0016,FAC_PRM_015,232274,1625918,0.0,296730035.0,688413.68,10.49,2023-11-04
PRM_MSR_000732,PRM_PRD_0610,FAC_PRM_003,185877,1301139,0.0,260227800.0,603728.5,7.5,2024-09-06
PRM_MSR_000733,PRM_PRD_0608,FAC_PRM_018,157811,473433,0.0,102971677.5,238894.29,7.08,2023-07-05
PRM_MSR_000734,PRM_PRD_0820,FAC_PRM_012,205643,616929,0.0,141893670.0,329193.31,10.42,2023-11-13
PRM_MSR_000735,PRM_PRD_0339,FAC_PRM_013,17833,17833,0.0,32580891.0,67333.84,5.84,2024-12-26
PRM_MSR_000736,PRM_PRD_0739,FAC_PRM_009,83718,83718,0.0,1192981.5,159064.2,6.22,2024-01-24
PRM_MSR_000737,PRM_PRD_0969,FAC_PRM_020,50343,50343,0.0,23661210.0,54894.01,11.4,2024-01-01
PRM_MSR_000738,PRM_PRD_0890,FAC_PRM_019,45115,45115,0.0,28084087.5,65155.08,8.5,2024-12-31
PRM_MSR_000739,PRM_PRD_0863,FAC_PRM_005,144499,722495,0.0,110541735.0,228452.92,3.84,2024-05-26
PRM_MSR_000740,PRM_PRD_0692,FAC_PRM_002,219683,1098415,0.0,263619600.0,544813.84,2.1,2024-10-20
PRM_MSR_000741,PRM_PRD_0566,FAC_PRM_012,49641,49641,0.0,77688165.0,180236.54,9.64,2023-12-11
PRM_MSR_000742,PRM_PRD_0226,FAC_PRM_015,20430,20430,0.0,21706875.0,50359.95,2.94,2024-08-15
PRM_MSR_000743,PRM_PRD_0586,FAC_PRM_018,93789,93789,0.0,1512347.62,201646.35,5.52,2024-01-23
PRM_MSR_000744,PRM_PRD_0000,FAC_PRM_005,70319,70319,0.0,42402357.0,87631.54,3.04,2023-05-25
PRM_MSR_000745,PRM_PRD_0177,FAC_PRM_017,34925,34925,0.0,1718310.0,229108.0,6.94,2023-12-05
PRM_MSR_000746,PRM_PRD_0244,FAC_PRM_001,201922,1413454,0.0,64312157.0,450185.1,2.86,2024-01-16
PRM_MSR_000747,PRM_PRD_0067,FAC_PRM_020,70486,70486,0.0,5603637.0,39225.46,7.41,2024-06-18
PRM_MSR_000748,PRM_PRD_0548,FAC_PRM_003,61168,61168,0.0,656026.8,101385.96,4.93,2023-12-27
PRM_MSR_000749,PRM_PRD_0343,FAC_PRM_010,198267,1387869,0.0,5495961.24,849375.83,10.76,2023-01-07
PRM_MSR_000750,PRM_PRD_0121,FAC_PRM_012,41576,41576,0.0,1804190.52,278829.44,5.3,2023-06-28
PRM_MSR_000751,PRM_PRD_0877,FAC_PRM_014,49524,49524,0.0,21394368.0,149760.58,8.99,2024-01-24
PRM_MSR_000752,PRM_PRD_0127,FAC_PRM_010,55609,166827,0.0,25441117.5,59023.39,7.34,2023-04-06
PRM_MSR_000753,PRM_PRD_0513,FAC_PRM_005,20801,20801,0.0,719610.6,111212.55,3.35,2024-02-11
PRM_MSR_000754,PRM_PRD_0718,FAC_PRM_014,21287,21287,0.0,34751027.5,80622.38,7.33,2024-09-20
PRM_MSR_000755,PRM_PRD_0644,FAC_PRM_017,44094,44094,0.0,24913110.0,57798.42,9.48,2023-02-07
PRM_MSR_000756,PRM_PRD_0023,FAC_PRM_014,47132,47132,0.0,9662060.0,67634.42,7.91,2023-10-11
PRM_MSR_000757,PRM_PRD_0012,FAC_PRM_005,26389,26389,0.0,7336142.0,51352.99,9.13,2023-07-25
PRM_MSR_000758,PRM_PRD_0469,FAC_PRM_005,22156,22156,0.0,54370824.0,112366.37,8.4,2023-09-19
PRM_MSR_000759,PRM_PRD_0276,FAC_PRM_006,53538,53538,0.0,6665481.0,46658.37,8.08,2023-06-15
PRM_MSR_000760,PRM_PRD_0155,FAC_PRM_005,24957,24957,0.0,28950120.0,67164.28,9.55,2023-10-21
PRM_MSR_000761,PRM_PRD_0675,FAC_PRM_002,35513,35513,0.0,644560.95,85941.46,10.19,2024-02-28
PRM_MSR_000762,PRM_PRD_0871,FAC_PRM_005,156992,784960,0.0,36500640.0,255504.48,2.06,2023-10-12
PRM_MSR_000763,PRM_PRD_0693,FAC_PRM_019,30778,30778,0.0,57708750.0,119264.75,11.98,2023-06-13
PRM_MSR_000764,PRM_PRD_0815,FAC_PRM_011,61765,61765,0.0,845871.68,130725.62,9.23,2024-03-29
PRM_MSR_000765,PRM_PRD_0881,FAC_PRM_010,37519,37519,0.0,474615.35,73349.64,5.45,2024-03-29
PRM_MSR_000766,PRM_PRD_0049,FAC_PRM_014,24911,24911,0.0,6601415.0,46209.9,7.02,2023-12-03
PRM_MSR_000767,PRM_PRD_0836,FAC_PRM_015,48690,48690,0.0,2292325.2,354268.44,3.45,2023-11-11
PRM_MSR_000768,PRM_PRD_0633,FAC_PRM_020,32040,32040,0.0,50222700.0,116516.66,4.77,2023-09-14
PRM_MSR_000769,PRM_PRD_0039,FAC_PRM_002,40175,40175,0.0,57249375.0,118315.38,4.07,2023-10-23
PRM_MSR_000770,PRM_PRD_0119,FAC_PRM_019,56841,56841,0.0,146649780.0,303076.21,7.09,2024-11-29
PRM_MSR_000771,PRM_PRD_0793,FAC_PRM_020,17199,17199,0.0,5125302.0,35877.11,6.26,2023-01-06
PRM_MSR_000772,PRM_PRD_0390,FAC_PRM_004,75760,75760,0.0,8106320.0,56744.24,5.96,2023-08-10
PRM_MSR_000773,PRM_PRD_0807,FAC_PRM_006,35135,35135,0.0,2951340.0,20659.38,11.73,2024-08-16
PRM_MSR_000774,PRM_PRD_0678,FAC_PRM_008,17193,17193,0.0,1012237.88,134965.05,9.72,2024-03-12
PRM_MSR_000775,PRM_PRD_0603,FAC_PRM_008,17175,17175,0.0,619674.0,95767.8,9.31,2023-10-21
PRM_MSR_000776,PRM_PRD_0929,FAC_PRM_006,49405,49405,0.0,1687427.78,260784.29,5.81,2024-07-05
PRM_MSR_000777,PRM_PRD_0598,FAC_PRM_020,25358,25358,0.0,6174673.0,43222.71,4.18,2024-03-22
PRM_MSR_000778,PRM_PRD_0279,FAC_PRM_016,48987,48987,0.0,1802476.66,278564.58,7.3,2024-06-28
PRM_MSR_000779,PRM_PRD_0021,FAC_PRM_012,34165,34165,0.0,53041162.5,123055.5,9.23,2024-12-27
PRM_MSR_000780,PRM_PRD_0875,FAC_PRM_013,37187,37187,0.0,1589744.25,211965.9,2.11,2024-03-10
PRM_MSR_000781,PRM_PRD_0130,FAC_PRM_020,46757,46757,0.0,2101025.8,324703.99,8.37,2024-04-07
PRM_MSR_000782,PRM_PRD_0073,FAC_PRM_020,21704,21704,0.0,1403163.6,187088.48,2.8,2024-09-17
PRM_MSR_000783,PRM_PRD_0891,FAC_PRM_014,26791,26791,0.0,29738010.0,68992.18,8.32,2023-11-19
PRM_MSR_000784,PRM_PRD_0637,FAC_PRM_009,29009,29009,0.0,63877818.0,132014.16,4.45,2023-02-02
PRM_MSR_000785,PRM_PRD_0574,FAC_PRM_017,199869,1399083,0.0,4463074.77,689747.92,3.61,2024-09-18
PRM_MSR_000786,PRM_PRD_0604,FAC_PRM_015,37633,37633,0.0,70655957.5,163921.82,5.74,2023-04-23
PRM_MSR_000787,PRM_PRD_0083,FAC_PRM_017,51083,51083,0.0,59767110.0,138659.7,10.73,2024-07-09
PRM_MSR_000788,PRM_PRD_0237,FAC_PRM_017,36326,36326,0.0,482227.65,64297.02,4.61,2023-12-24
PRM_MSR_000789,PRM_PRD_0325,FAC_PRM_006,99819,499095,0.0,2497970.48,386049.98,9.27,2024-12-08
PRM_MSR_000790,PRM_PRD_0766,FAC_PRM_009,113015,339045,0.0,60180487.5,139618.73,4.63,2023-08-29
PRM_MSR_000791,PRM_PRD_0070,FAC_PRM_020,36025,36025,0.0,67366750.0,156290.86,10.93,2023-11-23
PRM_MSR_000792,PRM_PRD_0076,FAC_PRM_013,61563,61563,0.0,7603030.5,53221.21,4.29,2024-07-20
PRM_MSR_000793,PRM_PRD_0328,FAC_PRM_003,39785,39785,0.0,23473150.0,54457.71,6.29,2023-04-04
PRM_MSR_000794,PRM_PRD_0372,FAC_PRM_017,16091,16091,0.0,485143.65,64685.82,7.78,2023-06-01
PRM_MSR_000795,PRM_PRD_0170,FAC_PRM_005,43238,43238,0.0,2542394.4,338985.92,4.85,2023-11-19
PRM_MSR_000796,PRM_PRD_0032,FAC_PRM_017,45745,45745,0.0,593770.1,91764.47,5.81,2024-04-20
PRM_MSR_000797,PRM_PRD_0111,FAC_PRM_017,237085,1185425,0.0,165959500.0,385026.04,8.87,2024-06-25
