product_id,brand_id,category,collection_cycle,main_material,weight_grams
PRD_0406,HM06,Dresses,Core_Basics,Lana Riciclata,335
PRD_0407,HM08,Knitwear,Fast_Track,Lana Riciclata,317
PRD_0408,HM07,Knitwear,Fast_Track,Cotone Convenzionale,324
PRD_0409,HM04,Denim,Fast_Track,Lana Riciclata,630
PRD_0410,HM02,Activewear,Fast_Track,Cotone Organico,164
PRD_0411,HM07,Dresses,Fast_Track,Cotone Organico,272
PRD_0412,HM06,Activewear,Core_Basics,Poliestere Riciclato,272
PRD_0413,HM03,Denim,Core_Basics,Poliestere Riciclato,825
PRD_0414,HM03,Denim,Seasonal,Lana Riciclata,685
PRD_0415,HM03,Underwear,Core_Basics,Lana Riciclata,80
PRD_0416,HM03,Activewear,Fast_Track,Elastan,263
PRD_0417,HM08,Dresses,Core_Basics,Lana Riciclata,414
PRD_0418,HM06,Underwear,Core_Basics,Lana Riciclata,70
PRD_0419,HM07,Dresses,Fast_Track,Lana Riciclata,373
PRD_0420,HM07,Outerwear,Fast_Track,Elastan,820
PRD_0421,HM01,Outerwear,Seasonal,Cotone Convenzionale,1448
PRD_0422,HM08,Denim,Fast_Track,Lyocell (TENCEL),684
PRD_0423,HM06,Underwear,Seasonal,Cotone Organico,100
PRD_0424,HM01,Denim,Seasonal,Cotone Convenzionale,608
PRD_0425,HM04,Knitwear,Seasonal,Lyocell (TENCEL),252
PRD_0426,HM08,Dresses,Seasonal,Cotone Convenzionale,267
PRD_0427,HM08,Denim,Core_Basics,Lyocell (TENCEL),810
PRD_0428,HM03,Outerwear,Core_Basics,Elastan,1465
PRD_0429,HM03,Knitwear,Fast_Track,Lana Riciclata,425
PRD_0430,HM06,Outerwear,Core_Basics,Lana Riciclata,1148
PRD_0431,HM06,Activewear,Fast_Track,Lana Riciclata,312
PRD_0432,HM03,Dresses,Core_Basics,Elastan,446
PRD_0433,HM02,Underwear,Core_Basics,Poliestere Riciclato,86
PRD_0434,HM07,Dresses,Fast_Track,Cotone Convenzionale,250
PRD_0435,HM04,Underwear,Fast_Track,Elastan,57
PRD_0436,HM01,Activewear,Core_Basics,Cotone Convenzionale,161
PRD_0437,HM05,Denim,Core_Basics,Cotone Convenzionale,849
PRD_0438,HM04,Knitwear,Core_Basics,Lyocell (TENCEL),472
PRD_0439,HM08,Outerwear,Fast_Track,Lyocell (TENCEL),1007
PRD_0440,HM04,Knitwear,Fast_Track,Elastan,483
PRD_0441,HM07,Activewear,Core_Basics,Poliestere Riciclato,335
PRD_0442,HM08,Denim,Core_Basics,Cotone Convenzionale,787
PRD_0443,HM05,Dresses,Core_Basics,Cotone Organico,469
PRD_0444,HM05,Underwear,Fast_Track,Cotone Convenzionale,148
PRD_0445,HM07,Underwear,Core_Basics,Cotone Convenzionale,77
PRD_0446,HM05,Knitwear,Seasonal,Cotone Convenzionale,372
PRD_0447,HM03,Outerwear,Seasonal,Poliestere Riciclato,1321
PRD_0448,HM08,Dresses,Seasonal,Lyocell (TENCEL),459
PRD_0449,HM05,Underwear,Core_Basics,Lyocell (TENCEL),70
PRD_0450,HM08,Dresses,Seasonal,Elastan,282
PRD_0451,HM03,Activewear,Fast_Track,Lana Riciclata,310
PRD_0452,HM06,Denim,Seasonal,Lyocell (TENCEL),810
PRD_0453,HM03,Activewear,Fast_Track,Elastan,253
PRD_0454,HM06,Activewear,Fast_Track,Cotone Convenzionale,255
PRD_0455,HM07,Underwear,Core_Basics,Lana Riciclata,77
PRD_0456,HM07,Underwear,Core_Basics,Lyocell (TENCEL),86
PRD_0457,HM08,Knitwear,Core_Basics,Elastan,374
PRD_0458,HM07,Knitwear,Fast_Track,Cotone Convenzionale,411
PRD_0459,HM07,Outerwear,Seasonal,Cotone Organico,893
PRD_0460,HM07,Outerwear,Seasonal,Elastan,1297
PRD_0461,HM02,Outerwear,Core_Basics,Lana Riciclata,1017
PRD_0462,HM04,Underwear,Fast_Track,Lana Riciclata,99
PRD_0463,HM01,Dresses,Fast_Track,Poliestere Riciclato,480
PRD_0464,HM07,Dresses,Seasonal,Poliestere Riciclato,269
PRD_0465,HM05,Activewear,Seasonal,Lyocell (TENCEL),289
PRD_0466,HM03,Activewear,Core_Basics,Cotone Organico,279
PRD_0467,HM04,Dresses,Core_Basics,Cotone Convenzionale,424
PRD_0468,HM02,Dresses,Fast_Track,Cotone Organico,421
PRD_0469,HM07,Activewear,Seasonal,Elastan,158
PRD_0470,HM08,Denim,Seasonal,Cotone Convenzionale,639
PRD_0471,HM06,Knitwear,Fast_Track,Poliestere Riciclato,438
PRD_0472,HM05,Denim,Core_Basics,Cotone Organico,754
PRD_0473,HM01,Underwear,Fast_Track,Cotone Convenzionale,139
PRD_0474,HM04,Underwear,Seasonal,Lyocell (TENCEL),145
PRD_0475,HM01,Dresses,Core_Basics,Lyocell (TENCEL),286
PRD_0476,HM03,Denim,Seasonal,Elastan,614
PRD_0477,HM08,Knitwear,Seasonal,Elastan,310
PRD_0478,HM08,Outerwear,Fast_Track,Cotone Organico,840
PRD_0479,HM05,Denim,Core_Basics,Lyocell (TENCEL),833
PRD_0480,HM08,Outerwear,Core_Basics,Cotone Organico,1465
PRD_0481,HM07,Denim,Fast_Track,Cotone Convenzionale,788
PRD_0482,HM08,Knitwear,Core_Basics,Lyocell (TENCEL),387
PRD_0483,HM06,Activewear,Fast_Track,Elastan,349
PRD_0484,HM01,Underwear,Seasonal,Lana Riciclata,105
PRD_0485,HM02,Outerwear,Core_Basics,Lyocell (TENCEL),1398
PRD_0486,HM06,Denim,Core_Basics,Elastan,860
PRD_0487,HM05,Knitwear,Core_Basics,Cotone Convenzionale,263
PRD_0488,HM06,Denim,Core_Basics,Lyocell (TENCEL),601
PRD_0489,HM05,Outerwear,Core_Basics,Poliestere Riciclato,1200
PRD_0490,HM03,Activewear,Core_Basics,Cotone Convenzionale,232
PRD_0491,HM04,Activewear,Seasonal,Elastan,215
PRD_0492,HM02,Knitwear,Seasonal,Cotone Organico,394
PRD_0493,HM03,Outerwear,Fast_Track,Cotone Organico,1133
PRD_0494,HM06,Activewear,Seasonal,Lana Riciclata,346
PRD_0495,HM07,Denim,Seasonal,Cotone Convenzionale,897
PRD_0496,HM07,Denim,Core_Basics,Lana Riciclata,834
PRD_0497,HM07,Activewear,Fast_Track,Cotone Convenzionale,280
PRD_0498,HM01,Activewear,Core_Basics,Elastan,175
PRD_0499,HM08,Activewear,Core_Basics,Cotone Convenzionale,275
PRD_0500,HM07,Denim,Seasonal,Cotone Convenzionale,609
PRD_0501,HM05,Outerwear,Core_Basics,Cotone Organico,1019
PRD_0502,HM02,Activewear,Core_Basics,Cotone Organico,231
PRD_0503,HM06,Underwear,Seasonal,Lyocell (TENCEL),94
PRD_0504,HM07,Outerwear,Seasonal,Lana Riciclata,1397
PRD_0505,HM07,Knitwear,Core_Basics,Elastan,404
PRD_0506,HM08,Denim,Fast_Track,Elastan,844
PRD_0507,HM08,Dresses,Core_Basics,Elastan,377
PRD_0508,HM07,Dresses,Core_Basics,Lyocell (TENCEL),310
PRD_0509,HM02,Dresses,Core_Basics,Poliestere Riciclato,434
PRD_0510,HM02,Underwear,Seasonal,Lana Riciclata,116
PRD_0511,HM03,Activewear,Seasonal,Poliestere Riciclato,244
PRD_0512,HM07,Denim,Seasonal,Elastan,777
PRD_0513,HM04,Knitwear,Seasonal,Elastan,378
PRD_0514,HM03,Denim,Fast_Track,Lana Riciclata,754
PRD_0515,HM07,Dresses,Seasonal,Cotone Organico,429
PRD_0516,HM01,Underwear,Core_Basics,Cotone Convenzionale,138
PRD_0517,HM01,Activewear,Core_Basics,Elastan,344
PRD_0518,HM08,Outerwear,Fast_Track,Elastan,995
PRD_0519,HM08,Outerwear,Fast_Track,Lana Riciclata,1274
PRD_0520,HM05,Knitwear,Core_Basics,Cotone Convenzionale,418
PRD_0521,HM01,Dresses,Fast_Track,Elastan,486
PRD_0522,HM03,Outerwear,Core_Basics,Lyocell (TENCEL),1053
PRD_0523,HM03,Underwear,Core_Basics,Elastan,113
PRD_0524,HM05,Dresses,Seasonal,Cotone Organico,337
PRD_0525,HM06,Outerwear,Fast_Track,Lana Riciclata,1260
PRD_0526,HM02,Dresses,Core_Basics,Cotone Organico,453
PRD_0527,HM04,Underwear,Core_Basics,Cotone Organico,101
PRD_0528,HM05,Underwear,Seasonal,Cotone Convenzionale,55
PRD_0529,HM03,Denim,Fast_Track,Lana Riciclata,659
PRD_0530,HM05,Outerwear,Seasonal,Lyocell (TENCEL),879
PRD_0531,HM04,Activewear,Core_Basics,Cotone Organico,317
PRD_0532,HM01,Denim,Seasonal,Cotone Organico,624
PRD_0533,HM02,Knitwear,Fast_Track,Cotone Convenzionale,348
PRD_0534,HM07,Activewear,Fast_Track,Lana Riciclata,287
PRD_0535,HM07,Outerwear,Fast_Track,Cotone Organico,1213
PRD_0536,HM03,Dresses,Seasonal,Lyocell (TENCEL),357
PRD_0537,HM02,Outerwear,Fast_Track,Lyocell (TENCEL),1111
PRD_0538,HM05,Outerwear,Seasonal,Cotone Convenzionale,941
PRD_0539,HM08,Knitwear,Fast_Track,Lana Riciclata,456
PRD_0540,HM02,Knitwear,Seasonal,Elastan,369
PRD_0541,HM01,Outerwear,Seasonal,Elastan,1176
PRD_0542,HM06,Activewear,Core_Basics,Elastan,186
PRD_0543,HM07,Knitwear,Fast_Track,Cotone Convenzionale,415
PRD_0544,HM05,Outerwear,Seasonal,Lana Riciclata,1226
PRD_0545,HM03,Denim,Fast_Track,Elastan,708
PRD_0546,HM04,Denim,Fast_Track,Cotone Convenzionale,862
PRD_0547,HM02,Outerwear,Fast_Track,Cotone Organico,986
PRD_0548,HM07,Dresses,Core_Basics,Elastan,317
PRD_0549,HM02,Activewear,Core_Basics,Lyocell (TENCEL),318
PRD_0550,HM03,Underwear,Seasonal,Lana Riciclata,81
PRD_0551,HM03,Outerwear,Core_Basics,Cotone Convenzionale,1306
PRD_0552,HM06,Dresses,Seasonal,Cotone Convenzionale,392
PRD_0553,HM04,Knitwear,Fast_Track,Poliestere Riciclato,403
PRD_0554,HM05,Activewear,Core_Basics,Poliestere Riciclato,224
PRD_0555,HM05,Underwear,Core_Basics,Cotone Organico,130
PRD_0556,HM01,Dresses,Seasonal,Lana Riciclata,401
PRD_0557,HM05,Underwear,Core_Basics,Cotone Convenzionale,145
PRD_0558,HM07,Activewear,Seasonal,Cotone Organico,174
PRD_0559,HM04,Dresses,Seasonal,Cotone Convenzionale,299
PRD_0560,HM01,Outerwear,Seasonal,Cotone Convenzionale,826
PRD_0561,HM08,Activewear,Core_Basics,Elastan,320
PRD_0562,HM06,Denim,Fast_Track,Cotone Convenzionale,853
PRD_0563,HM06,Underwear,Core_Basics,Poliestere Riciclato,84
PRD_0564,HM07,Activewear,Fast_Track,Poliestere Riciclato,294
PRD_0565,HM08,Denim,Fast_Track,Lyocell (TENCEL),611
PRD_0566,HM02,Activewear,Seasonal,Lyocell (TENCEL),257
PRD_0567,HM06,Outerwear,Fast_Track,Lana Riciclata,1428
PRD_0568,HM07,Denim,Core_Basics,Cotone Convenzionale,862
PRD_0569,HM01,Activewear,Fast_Track,Elastan,232
PRD_0570,HM06,Knitwear,Fast_Track,Elastan,377
PRD_0571,HM06,Knitwear,Core_Basics,Poliestere Riciclato,316
PRD_0572,HM06,Underwear,Core_Basics,Lana Riciclata,84
PRD_0573,HM06,Outerwear,Seasonal,Cotone Convenzionale,925
PRD_0574,HM07,Activewear,Fast_Track,Lana Riciclata,248
PRD_0575,HM08,Outerwear,Core_Basics,Lyocell (TENCEL),1230
PRD_0576,HM01,Dresses,Seasonal,Elastan,444
PRD_0577,HM01,Underwear,Core_Basics,Poliestere Riciclato,141
PRD_0578,HM04,Outerwear,Fast_Track,Poliestere Riciclato,1320
PRD_0579,HM04,Outerwear,Core_Basics,Cotone Convenzionale,933
PRD_0580,HM06,Activewear,Fast_Track,Lyocell (TENCEL),277
PRD_0581,HM07,Outerwear,Seasonal,Lyocell (TENCEL),1272
PRD_0582,HM02,Underwear,Fast_Track,Lana Riciclata,72
PRD_0583,HM08,Denim,Fast_Track,Cotone Convenzionale,781
PRD_0584,HM05,Activewear,Fast_Track,Elastan,276
PRD_0585,HM04,Dresses,Fast_Track,Cotone Convenzionale,302
PRD_0586,HM05,Underwear,Seasonal,Elastan,112
PRD_0587,HM03,Activewear,Core_Basics,Poliestere Riciclato,169
PRD_0588,HM03,Dresses,Seasonal,Elastan,402
PRD_0589,HM04,Denim,Core_Basics,Cotone Organico,733
PRD_0590,HM06,Knitwear,Fast_Track,Lyocell (TENCEL),464
PRD_0591,HM08,Outerwear,Core_Basics,Lyocell (TENCEL),896
PRD_0592,HM07,Knitwear,Fast_Track,Elastan,374
PRD_0593,HM01,Underwear,Fast_Track,Elastan,132
PRD_0594,HM03,Activewear,Fast_Track,Lana Riciclata,161
PRD_0595,HM08,Activewear,Core_Basics,Cotone Convenzionale,224
PRD_0596,HM04,Activewear,Core_Basics,Cotone Convenzionale,270
PRD_0597,HM01,Underwear,Core_Basics,Cotone Convenzionale,130
PRD_0598,HM03,Denim,Fast_Track,Cotone Organico,720
PRD_0599,HM05,Denim,Fast_Track,Cotone Organico,703
PRD_0600,HM01,Activewear,Fast_Track,Lyocell (TENCEL),285
PRD_0601,HM03,Outerwear,Fast_Track,Lyocell (TENCEL),1438
PRD_0602,HM06,Dresses,Core_Basics,Lyocell (TENCEL),264
PRD_0603,HM08,Activewear,Fast_Track,Elastan,216
PRD_0604,HM01,Knitwear,Seasonal,Lyocell (TENCEL),470
PRD_0605,HM08,Activewear,Seasonal,Elastan,185
PRD_0606,HM01,Dresses,Seasonal,Elastan,293
PRD_0607,HM07,Outerwear,Seasonal,Cotone Organico,1212
PRD_0608,HM02,Outerwear,Seasonal,Cotone Organico,874
PRD_0609,HM01,Denim,Core_Basics,Cotone Organico,661
PRD_0610,HM06,Dresses,Fast_Track,Lyocell (TENCEL),408
PRD_0611,HM03,Underwear,Fast_Track,Lyocell (TENCEL),105
PRD_0612,HM02,Dresses,Fast_Track,Poliestere Riciclato,313
PRD_0613,HM03,Activewear,Core_Basics,Cotone Organico,214
PRD_0614,HM03,Dresses,Core_Basics,Lana Riciclata,376
PRD_0615,HM02,Activewear,Core_Basics,Poliestere Riciclato,175
PRD_0616,HM07,Knitwear,Seasonal,Poliestere Riciclato,420
PRD_0617,HM04,Knitwear,Core_Basics,Lyocell (TENCEL),449
PRD_0618,HM06,Denim,Fast_Track,Lyocell (TENCEL),673
PRD_0619,HM07,Dresses,Seasonal,Lana Riciclata,273
PRD_0620,HM06,Knitwear,Seasonal,Poliestere Riciclato,298
PRD_0621,HM04,Activewear,Seasonal,Lana Riciclata,150
PRD_0622,HM03,Dresses,Core_Basics,Lana Riciclata,322
PRD_0623,HM03,Dresses,Fast_Track,Elastan,377
PRD_0624,HM01,Denim,Seasonal,Lyocell (TENCEL),842
PRD_0625,HM05,Dresses,Seasonal,Poliestere Riciclato,345
PRD_0626,HM03,Outerwear,Fast_Track,Poliestere Riciclato,1027
PRD_0627,HM05,Knitwear,Fast_Track,Lyocell (TENCEL),296
PRD_0628,HM03,Underwear,Seasonal,Poliestere Riciclato,81
PRD_0629,HM05,Outerwear,Fast_Track,Cotone Convenzionale,1204
PRD_0630,HM06,Underwear,Core_Basics,Cotone Organico,60
PRD_0631,HM06,Dresses,Core_Basics,Poliestere Riciclato,366
PRD_0632,HM03,Activewear,Core_Basics,Lyocell (TENCEL),204
PRD_0633,HM08,Outerwear,Fast_Track,Lyocell (TENCEL),1397
PRD_0634,HM05,Denim,Core_Basics,Lyocell (TENCEL),670
PRD_0635,HM01,Underwear,Fast_Track,Cotone Convenzionale,133
PRD_0636,HM04,Denim,Seasonal,Cotone Convenzionale,625
PRD_0637,HM07,Activewear,Core_Basics,Poliestere Riciclato,241
PRD_0638,HM07,Denim,Seasonal,Lyocell (TENCEL),623
PRD_0639,HM06,Denim,Core_Basics,Poliestere Riciclato,660
PRD_0640,HM08,Activewear,Fast_Track,Cotone Organico,342
PRD_0641,HM03,Knitwear,Fast_Track,Elastan,328
PRD_0642,HM08,Dresses,Seasonal,Cotone Convenzionale,378
PRD_0643,HM01,Denim,Fast_Track,Lyocell (TENCEL),601
PRD_0644,HM05,Knitwear,Fast_Track,Lana Riciclata,267
PRD_0645,HM04,Outerwear,Fast_Track,Elastan,1330
PRD_0646,HM07,Knitwear,Seasonal,Cotone Convenzionale,408
PRD_0647,HM06,Activewear,Core_Basics,Elastan,223
PRD_0648,HM06,Activewear,Core_Basics,Poliestere Riciclato,210
PRD_0649,HM03,Outerwear,Core_Basics,Elastan,859
PRD_0650,HM04,Dresses,Fast_Track,Lyocell (TENCEL),461
PRD_0651,HM06,Activewear,Fast_Track,Lyocell (TENCEL),237
PRD_0652,HM01,Dresses,Seasonal,Lana Riciclata,419
PRD_0653,HM07,Activewear,Seasonal,Poliestere Riciclato,340
PRD_0654,HM01,Knitwear,Fast_Track,Elastan,485
PRD_0655,HM02,Activewear,Seasonal,Poliestere Riciclato,244
PRD_0656,HM05,Activewear,Core_Basics,Lana Riciclata,339
PRD_0657,HM08,Outerwear,Core_Basics,Lana Riciclata,1301
PRD_0658,HM03,Underwear,Core_Basics,Cotone Convenzionale,59
PRD_0659,HM07,Outerwear,Seasonal,Elastan,1214
PRD_0660,HM05,Knitwear,Fast_Track,Cotone Organico,320
PRD_0661,HM04,Knitwear,Core_Basics,Lyocell (TENCEL),463
PRD_0662,HM02,Activewear,Core_Basics,Cotone Convenzionale,274
PRD_0663,HM04,Activewear,Seasonal,Lana Riciclata,325
PRD_0664,HM08,Denim,Seasonal,Lyocell (TENCEL),885
PRD_0665,HM02,Dresses,Core_Basics,Cotone Convenzionale,396
PRD_0666,HM03,Dresses,Fast_Track,Lyocell (TENCEL),393
PRD_0667,HM04,Activewear,Seasonal,Cotone Organico,220
PRD_0668,HM03,Knitwear,Fast_Track,Poliestere Riciclato,352
PRD_0669,HM06,Denim,Seasonal,Lyocell (TENCEL),659
PRD_0670,HM08,Activewear,Fast_Track,Elastan,245
PRD_0671,HM08,Denim,Seasonal,Cotone Convenzionale,708
PRD_0672,HM08,Dresses,Seasonal,Poliestere Riciclato,343
PRD_0673,HM03,Knitwear,Seasonal,Lyocell (TENCEL),368
PRD_0674,HM07,Activewear,Core_Basics,Elastan,150
PRD_0675,HM05,Outerwear,Core_Basics,Poliestere Riciclato,1255
PRD_0676,HM05,Underwear,Core_Basics,Cotone Convenzionale,80
PRD_0677,HM02,Denim,Seasonal,Cotone Organico,895
PRD_0678,HM06,Outerwear,Fast_Track,Lana Riciclata,857
PRD_0679,HM06,Activewear,Core_Basics,Lyocell (TENCEL),168
PRD_0680,HM08,Underwear,Fast_Track,Poliestere Riciclato,127
PRD_0681,HM07,Dresses,Core_Basics,Cotone Organico,288
PRD_0682,HM03,Dresses,Seasonal,Cotone Convenzionale,412
PRD_0683,HM03,Denim,Fast_Track,Lana Riciclata,868
PRD_0684,HM03,Dresses,Seasonal,Lyocell (TENCEL),287
PRD_0685,HM08,Outerwear,Core_Basics,Cotone Organico,1261
PRD_0686,HM02,Denim,Core_Basics,Lyocell (TENCEL),658
PRD_0687,HM06,Activewear,Seasonal,Lyocell (TENCEL),275
PRD_0688,HM08,Activewear,Fast_Track,Elastan,350
PRD_0689,HM04,Knitwear,Core_Basics,Lyocell (TENCEL),462
PRD_0690,HM06,Denim,Fast_Track,Elastan,831
PRD_0691,HM02,Denim,Fast_Track,Cotone Convenzionale,871
PRD_0692,HM05,Denim,Core_Basics,Lana Riciclata,615
PRD_0693,HM03,Outerwear,Core_Basics,Lana Riciclata,1231
PRD_0694,HM03,Denim,Core_Basics,Cotone Organico,820
PRD_0695,HM04,Denim,Fast_Track,Cotone Organico,605
PRD_0696,HM07,Knitwear,Core_Basics,Cotone Convenzionale,371
PRD_0697,HM01,Underwear,Seasonal,Elastan,95
PRD_0698,HM02,Underwear,Fast_Track,Lyocell (TENCEL),106
PRD_0699,HM07,Underwear,Core_Basics,Elastan,96
PRD_0700,HM03,Activewear,Core_Basics,Lana Riciclata,202
PRD_0701,HM08,Denim,Core_Basics,Lana Riciclata,889
PRD_0702,HM07,Outerwear,Core_Basics,Poliestere Riciclato,1360
PRD_0703,HM04,Knitwear,Fast_Track,Lyocell (TENCEL),316
PRD_0704,HM02,Activewear,Fast_Track,Cotone Organico,290
PRD_0705,HM07,Knitwear,Fast_Track,Cotone Organico,379
PRD_0706,HM05,Activewear,Seasonal,Poliestere Riciclato,205
PRD_0707,HM02,Dresses,Fast_Track,Lana Riciclata,494
PRD_0708,HM06,Activewear,Fast_Track,Cotone Organico,313
PRD_0709,HM05,Outerwear,Core_Basics,Elastan,976
PRD_0710,HM02,Denim,Core_Basics,Cotone Organico,721
PRD_0711,HM04,Outerwear,Seasonal,Poliestere Riciclato,1077
PRD_0712,HM02,Underwear,Seasonal,Lyocell (TENCEL),129
PRD_0713,HM07,Activewear,Fast_Track,Lana Riciclata,177
PRD_0714,HM01,Activewear,Fast_Track,Lyocell (TENCEL),283
PRD_0715,HM07,Denim,Fast_Track,Lyocell (TENCEL),807
PRD_0716,HM07,Outerwear,Fast_Track,Cotone Organico,1305
PRD_0717,HM06,Outerwear,Fast_Track,Cotone Organico,1449
PRD_0718,HM07,Knitwear,Seasonal,Lana Riciclata,401
PRD_0719,HM04,Dresses,Fast_Track,Cotone Organico,269
PRD_0720,HM06,Underwear,Seasonal,Elastan,142
PRD_0721,HM01,Outerwear,Fast_Track,Elastan,916
PRD_0722,HM05,Knitwear,Core_Basics,Elastan,272
PRD_0723,HM07,Activewear,Fast_Track,Cotone Convenzionale,279
PRD_0724,HM01,Underwear,Core_Basics,Cotone Organico,109
PRD_0725,HM05,Outerwear,Seasonal,Lana Riciclata,1411
PRD_0726,HM03,Outerwear,Fast_Track,Poliestere Riciclato,1332
PRD_0727,HM02,Dresses,Fast_Track,Lyocell (TENCEL),355
PRD_0728,HM01,Knitwear,Fast_Track,Cotone Organico,379
PRD_0729,HM04,Activewear,Fast_Track,Elastan,300
PRD_0730,HM05,Dresses,Fast_Track,Elastan,284
PRD_0731,HM06,Knitwear,Fast_Track,Poliestere Riciclato,445
PRD_0732,HM06,Knitwear,Seasonal,Poliestere Riciclato,462
PRD_0733,HM08,Knitwear,Core_Basics,Lyocell (TENCEL),334
PRD_0734,HM08,Knitwear,Fast_Track,Poliestere Riciclato,483
PRD_0735,HM01,Dresses,Fast_Track,Lana Riciclata,378
PRD_0736,HM02,Underwear,Fast_Track,Lyocell (TENCEL),54
PRD_0737,HM02,Outerwear,Seasonal,Poliestere Riciclato,806
PRD_0738,HM05,Underwear,Fast_Track,Lyocell (TENCEL),78
PRD_0739,HM08,Activewear,Core_Basics,Poliestere Riciclato,185
PRD_0740,HM03,Denim,Core_Basics,Poliestere Riciclato,637
PRD_0741,HM03,Activewear,Fast_Track,Lana Riciclata,211
PRD_0742,HM04,Underwear,Core_Basics,Lana Riciclata,114
PRD_0743,HM05,Outerwear,Core_Basics,Cotone Convenzionale,1092
PRD_0744,HM07,Activewear,Fast_Track,Cotone Organico,190
PRD_0745,HM03,Activewear,Fast_Track,Cotone Organico,236
PRD_0746,HM02,Activewear,Fast_Track,Cotone Convenzionale,314
PRD_0747,HM01,Dresses,Core_Basics,Elastan,466
PRD_0748,HM07,Dresses,Seasonal,Cotone Organico,253
PRD_0749,HM02,Activewear,Fast_Track,Elastan,231
PRD_0750,HM04,Denim,Fast_Track,Elastan,896
PRD_0751,HM01,Underwear,Fast_Track,Lana Riciclata,99
PRD_0752,HM08,Denim,Core_Basics,Cotone Organico,629
PRD_0753,HM08,Underwear,Core_Basics,Cotone Convenzionale,109
PRD_0754,HM02,Dresses,Seasonal,Cotone Convenzionale,295
PRD_0755,HM07,Outerwear,Seasonal,Cotone Convenzionale,1140
PRD_0756,HM08,Underwear,Core_Basics,Cotone Organico,145
PRD_0757,HM03,Dresses,Fast_Track,Cotone Organico,347
PRD_0758,HM04,Activewear,Seasonal,Lana Riciclata,265
PRD_0759,HM03,Dresses,Core_Basics,Cotone Organico,426
PRD_0760,HM06,Knitwear,Seasonal,Poliestere Riciclato,282
PRD_0761,HM07,Denim,Seasonal,Lana Riciclata,614
PRD_0762,HM08,Dresses,Seasonal,Lyocell (TENCEL),312
PRD_0763,HM02,Activewear,Seasonal,Lana Riciclata,318
PRD_0764,HM08,Dresses,Core_Basics,Cotone Convenzionale,482
PRD_0765,HM07,Underwear,Fast_Track,Cotone Convenzionale,81
PRD_0766,HM02,Activewear,Seasonal,Cotone Convenzionale,174
PRD_0767,HM08,Denim,Core_Basics,Elastan,891
PRD_0768,HM04,Outerwear,Seasonal,Lana Riciclata,1471
PRD_0769,HM04,Denim,Seasonal,Lana Riciclata,657
PRD_0770,HM04,Knitwear,Seasonal,Cotone Convenzionale,480
PRD_0771,HM06,Outerwear,Seasonal,Poliestere Riciclato,1376
PRD_0772,HM07,Underwear,Fast_Track,Cotone Convenzionale,123
PRD_0773,HM08,Outerwear,Seasonal,Cotone Organico,1100
PRD_0774,HM06,Knitwear,Seasonal,Lana Riciclata,436
PRD_0775,HM05,Underwear,Core_Basics,Cotone Organico,80
PRD_0776,HM08,Knitwear,Fast_Track,Elastan,304
PRD_0777,HM01,Underwear,Fast_Track,Elastan,145
PRD_0778,HM04,Activewear,Fast_Track,Cotone Organico,242
PRD_0779,HM04,Activewear,Fast_Track,Cotone Convenzionale,325
PRD_0780,HM03,Underwear,Fast_Track,Cotone Convenzionale,88
PRD_0781,HM05,Activewear,Core_Basics,Elastan,158
PRD_0782,HM04,Denim,Seasonal,Cotone Organico,835
PRD_0783,HM01,Knitwear,Core_Basics,Lyocell (TENCEL),419
PRD_0784,HM03,Underwear,Fast_Track,Lyocell (TENCEL),84
PRD_0785,HM07,Knitwear,Core_Basics,Cotone Convenzionale,254
PRD_0786,HM03,Activewear,Seasonal,Lana Riciclata,215
PRD_0787,HM03,Knitwear,Seasonal,Cotone Convenzionale,422
PRD_0788,HM01,Underwear,Fast_Track,Lyocell (TENCEL),121
PRD_0789,HM03,Denim,Core_Basics,Lana Riciclata,674
PRD_0790,HM08,Dresses,Core_Basics,Lana Riciclata,450
PRD_0791,HM01,Outerwear,Fast_Track,Cotone Organico,919
PRD_0792,HM04,Activewear,Fast_Track,Cotone Convenzionale,216
PRD_0793,HM04,Denim,Seasonal,Poliestere Riciclato,606
PRD_0794,HM01,Activewear,Core_Basics,Lana Riciclata,312
PRD_0795,HM02,Activewear,Seasonal,Cotone Organico,271
PRD_0796,HM04,Underwear,Seasonal,Elastan,83
PRD_0797,HM01,Activewear,Seasonal,Lyocell (TENCEL),302
PRD_0798,HM01,Dresses,Seasonal,Cotone Organico,467
PRD_0799,HM01,Knitwear,Seasonal,Elastan,463
PRD_0800,HM04,Activewear,Fast_Track,Lana Riciclata,314
PRD_0801,HM04,Knitwear,Seasonal,Cotone Convenzionale,275
PRD_0802,HM04,Knitwear,Core_Basics,Elastan,413
PRD_0803,HM01,Denim,Fast_Track,Poliestere Riciclato,652
PRD_0804,HM06,Activewear,Seasonal,Lana Riciclata,177
PRD_0805,HM05,Denim,Seasonal,Cotone Convenzionale,634
PRD_0806,HM04,Dresses,Seasonal,Lana Riciclata,442
PRD_0807,HM03,Activewear,Core_Basics,Lana Riciclata,349
PRD_0808,HM04,Underwear,Fast_Track,Lana Riciclata,142
PRD_0809,HM06,Underwear,Core_Basics,Elastan,113
PRD_0810,HM06,Denim,Fast_Track,Cotone Convenzionale,882
PRD_0811,HM04,Dresses,Seasonal,Cotone Organico,409
PRD_0812,HM07,Denim,Fast_Track,Cotone Organico,824
PRD_0813,HM01,Denim,Seasonal,Cotone Organico,632
